,bid,size
2018-10-01 22:32:50.012000+00:00,26690.0,5.0
2018-10-01 22:32:51.063000+00:00,26688.0,5.0
2018-10-01 22:32:53.164000+00:00,26687.0,10.0
2018-10-01 22:33:11.757000+00:00,26688.0,5.0
2018-10-01 22:33:15.278000+00:00,26687.0,10.0
2018-10-01 22:33:19.833000+00:00,26685.0,10.0
2018-10-01 22:33:21.138000+00:00,26683.0,25.0
2018-10-01 22:33:21.489000+00:00,26684.0,10.0
2018-10-01 22:33:30.106000+00:00,26685.0,15.0
2018-10-01 22:33:36.809000+00:00,26686.0,15.0
2018-10-01 22:33:37.510000+00:00,26684.0,20.0
2018-10-01 22:33:40.312000+00:00,26685.0,31.0
2018-10-01 22:33:49.231000+00:00,26686.0,15.0
2018-10-01 22:33:52.385000+00:00,26687.0,31.0
2018-10-01 22:33:54.139000+00:00,26688.0,20.0
2018-10-01 22:33:57.341000+00:00,26687.0,31.0
2018-10-01 22:34:05.471000+00:00,26686.0,20.0
2018-10-01 22:34:14.227000+00:00,26684.0,35.0
2018-10-01 22:34:14.577000+00:00,26685.0,10.0
2018-10-01 22:34:23.753000+00:00,26684.0,10.0
2018-10-01 22:34:32.599000+00:00,26682.0,10.0
2018-10-01 22:34:35.402000+00:00,26683.0,20.0
2018-10-01 22:34:43.807000+00:00,26682.0,10.0
2018-10-01 22:34:53.265000+00:00,26683.0,10.0
2018-10-01 22:34:55.016000+00:00,26681.0,10.0
2018-10-01 22:34:57.469000+00:00,26682.0,15.0
2018-10-01 22:34:58.169000+00:00,26681.0,31.0
2018-10-01 22:35:02.859000+00:00,26682.0,31.0
2018-10-01 22:35:08.114000+00:00,26681.0,31.0
2018-10-01 22:35:12.670000+00:00,26680.0,20.0
2018-10-01 22:35:14.874000+00:00,26681.0,20.0
2018-10-01 22:35:21.920000+00:00,26683.0,31.0
2018-10-01 22:35:28.682000+00:00,26684.0,31.0
2018-10-01 22:35:30.433000+00:00,26685.0,15.0
2018-10-01 22:35:35.337000+00:00,26686.0,15.0
2018-10-01 22:35:46.902000+00:00,26685.0,15.0
2018-10-01 22:35:50.758000+00:00,26684.0,31.0
2018-10-01 22:36:03.733000+00:00,26682.0,31.0
2018-10-01 22:36:07.239000+00:00,26680.0,10.0
2018-10-01 22:36:11.091000+00:00,26681.0,10.0
2018-10-01 22:36:33.185000+00:00,26682.0,15.0
2018-10-01 22:36:45.445000+00:00,26684.0,31.0
2018-10-01 22:36:45.795000+00:00,26685.0,10.0
2018-10-01 22:36:48.599000+00:00,26686.0,5.0
2018-10-01 22:36:50.350000+00:00,26687.0,10.0
2018-10-01 22:36:52.804000+00:00,26688.0,10.0
2018-10-01 22:36:56.671000+00:00,26689.0,20.0
2018-10-01 22:36:57.020000+00:00,26690.0,5.0
2018-10-01 22:36:57.374000+00:00,26691.0,5.0
2018-10-01 22:37:05.509000+00:00,26687.0,15.0
2018-10-01 22:37:11.117000+00:00,26688.0,15.0
2018-10-01 22:37:14.972000+00:00,26686.0,31.0
2018-10-01 22:37:16.724000+00:00,26685.0,10.0
2018-10-01 22:37:19.877000+00:00,26686.0,15.0
2018-10-01 22:37:21.628000+00:00,26685.0,15.0
2018-10-01 22:37:25.485000+00:00,26687.0,10.0
2018-10-01 22:37:29.338000+00:00,26688.0,10.0
2018-10-01 22:37:31.793000+00:00,26689.0,20.0
2018-10-01 22:37:45.174000+00:00,26690.0,20.0
2018-10-01 22:38:05.154000+00:00,26691.0,20.0
2018-10-01 22:38:09.358000+00:00,26692.0,20.0
2018-10-01 22:38:12.511000+00:00,26688.0,15.0
2018-10-01 22:38:22.671000+00:00,26689.0,15.0
2018-10-01 22:38:28.978000+00:00,26687.0,15.0
2018-10-01 22:38:45.292000+00:00,26684.0,5.0
2018-10-01 22:38:52.732000+00:00,26687.0,5.0
2018-10-01 22:39:04.684000+00:00,26688.0,10.0
2018-10-01 22:39:07.139000+00:00,26689.0,5.0
2018-10-01 22:39:16.768000+00:00,26690.0,5.0
2018-10-01 22:39:22.025000+00:00,26691.0,5.0
2018-10-01 22:39:38.524000+00:00,26692.0,15.0
2018-10-01 22:39:38.876000+00:00,26694.0,31.0
2018-10-01 22:39:39.226000+00:00,26696.0,20.0
2018-10-01 22:39:39.577000+00:00,26692.0,10.0
2018-10-01 22:39:44.482000+00:00,26693.0,10.0
2018-10-01 22:39:46.583000+00:00,26694.0,10.0
2018-10-01 22:39:53.247000+00:00,26695.0,10.0
2018-10-01 22:39:55.001000+00:00,26691.0,15.0
2018-10-01 22:39:57.453000+00:00,26692.0,15.0
2018-10-01 22:39:59.909000+00:00,26693.0,15.0
2018-10-01 22:40:00.612000+00:00,26691.0,20.0
2018-10-01 22:40:01.315000+00:00,26692.0,20.0
2018-10-01 22:40:04.826000+00:00,26690.0,10.0
2018-10-01 22:40:15.339000+00:00,26688.0,25.0
2018-10-01 22:40:15.689000+00:00,26689.0,10.0
2018-10-01 22:40:16.040000+00:00,26688.0,10.0
2018-10-01 22:40:17.441000+00:00,26685.0,10.0
2018-10-01 22:40:27.599000+00:00,26683.0,10.0
2018-10-01 22:40:31.808000+00:00,26684.0,31.0
2018-10-01 22:40:32.159000+00:00,26685.0,10.0
2018-10-01 22:40:35.663000+00:00,26686.0,25.0
2018-10-01 22:40:40.568000+00:00,26688.0,10.0
2018-10-01 22:40:51.429000+00:00,26689.0,10.0
2018-10-01 22:41:14.902000+00:00,26690.0,10.0
2018-10-01 22:41:19.223000+00:00,26688.0,10.0
2018-10-01 22:41:36.870000+00:00,26689.0,10.0
2018-10-01 22:41:57.628000+00:00,26688.0,10.0
2018-10-01 22:42:01.491000+00:00,26686.0,10.0
2018-10-01 22:42:02.544000+00:00,26679.0,10.0
2018-10-01 22:42:04.995000+00:00,26680.0,10.0
2018-10-01 22:42:10.251000+00:00,26681.0,5.0
2018-10-01 22:42:19.461000+00:00,26682.0,15.0
2018-10-01 22:42:27.173000+00:00,26684.0,15.0
2018-10-01 22:42:31.736000+00:00,26685.0,31.0
2018-10-01 22:42:41.896000+00:00,26687.0,15.0
2018-10-01 22:42:48.206000+00:00,26688.0,10.0
2018-10-01 22:43:06.082000+00:00,26683.0,15.0
2018-10-01 22:43:06.433000+00:00,26684.0,15.0
2018-10-01 22:43:07.836000+00:00,26686.0,20.0
2018-10-01 22:43:08.187000+00:00,26684.0,15.0
2018-10-01 22:43:11.692000+00:00,26683.0,5.0
2018-10-01 22:43:12.042000+00:00,26684.0,5.0
2018-10-01 22:43:13.443000+00:00,26683.0,5.0
2018-10-01 22:43:37.969000+00:00,26682.0,5.0
2018-10-01 22:44:20.765000+00:00,26683.0,10.0
2018-10-01 22:44:56.955000+00:00,26684.0,10.0
2018-10-01 22:45:05.013000+00:00,26685.0,10.0
2018-10-01 22:45:09.243000+00:00,26686.0,10.0
2018-10-01 22:45:20.698000+00:00,26685.0,10.0
2018-10-01 22:45:30.859000+00:00,26686.0,10.0
2018-10-01 22:45:39.194000+00:00,26687.0,10.0
2018-10-01 22:45:48.412000+00:00,26688.0,25.0
2018-10-01 22:45:48.762000+00:00,26689.0,10.0
2018-10-01 22:45:53.329000+00:00,26687.0,10.0
2018-10-01 22:45:54.730000+00:00,26688.0,10.0
2018-10-01 22:45:56.481000+00:00,26689.0,10.0
2018-10-01 22:46:03.144000+00:00,26688.0,10.0
2018-10-01 22:46:04.545000+00:00,26684.0,15.0
2018-10-01 22:46:06.648000+00:00,26686.0,15.0
2018-10-01 22:46:07+00:00,26685.0,15.0
2018-10-01 22:46:52.879000+00:00,26683.0,20.0
2018-10-01 22:46:56.382000+00:00,26684.0,10.0
2018-10-01 22:46:59.187000+00:00,26687.0,15.0
2018-10-01 22:47:02.339000+00:00,26685.0,15.0
2018-10-01 22:47:10.660000+00:00,26684.0,15.0
2018-10-01 22:47:13.462000+00:00,26683.0,20.0
2018-10-01 22:47:18.398000+00:00,26682.0,20.0
2018-10-01 22:47:19.800000+00:00,26681.0,5.0
2018-10-01 22:47:21.551000+00:00,26680.0,10.0
2018-10-01 22:47:31.582000+00:00,26676.0,25.0
2018-10-01 22:47:33.334000+00:00,26677.0,31.0
2018-10-01 22:47:55.698000+00:00,26678.0,31.0
2018-10-01 22:47:59.550000+00:00,26677.0,31.0
2018-10-01 22:48:02.704000+00:00,26680.0,20.0
2018-10-01 22:48:05.506000+00:00,26681.0,10.0
2018-10-01 22:48:09.008000+00:00,26682.0,10.0
2018-10-01 22:50:27.623000+00:00,26683.0,25.0
2018-10-01 22:50:36.456000+00:00,26684.0,15.0
2018-10-01 22:50:41.959000+00:00,26686.0,10.0
2018-10-01 22:51:08.585000+00:00,26687.0,10.0
2018-10-01 22:51:11.738000+00:00,26688.0,10.0
2018-10-01 22:51:14.540000+00:00,26684.0,31.0
2018-10-01 22:51:14.890000+00:00,26685.0,10.0
2018-10-01 22:51:16.996000+00:00,26682.0,41.0
2018-10-01 22:51:17.346000+00:00,26683.0,10.0
2018-10-01 22:51:24.001000+00:00,26681.0,5.0
2018-10-01 22:51:28.206000+00:00,26680.0,10.0
2018-10-01 22:51:36.969000+00:00,26678.0,10.0
2018-10-01 22:51:37.320000+00:00,26679.0,15.0
2018-10-01 22:51:37.670000+00:00,26680.0,10.0
2018-10-01 22:51:46.433000+00:00,26681.0,10.0
2018-10-01 22:51:53.872000+00:00,26682.0,10.0
2018-10-01 22:52:02.983000+00:00,26684.0,10.0
2018-10-01 22:52:08.238000+00:00,26685.0,5.0
2018-10-01 22:52:44.531000+00:00,26686.0,5.0
2018-10-01 22:52:46.282000+00:00,26687.0,5.0
2018-10-01 22:52:49.437000+00:00,26685.0,5.0
2018-10-01 22:52:49.787000+00:00,26686.0,5.0
2018-10-01 22:52:50.137000+00:00,26687.0,5.0
2018-10-01 22:52:51.242000+00:00,26685.0,5.0
2018-10-01 22:52:51.942000+00:00,26686.0,5.0
2018-10-01 22:52:53.346000+00:00,26685.0,5.0
2018-10-01 22:52:57.550000+00:00,26686.0,5.0
2018-10-01 22:52:58.252000+00:00,26684.0,41.0
2018-10-01 22:52:58.602000+00:00,26685.0,10.0
2018-10-01 22:52:59.654000+00:00,26686.0,10.0
2018-10-01 22:53:00.355000+00:00,26685.0,10.0
2018-10-01 22:53:01.056000+00:00,26686.0,10.0
2018-10-01 22:53:01.756000+00:00,26685.0,10.0
2018-10-01 22:53:02.810000+00:00,26686.0,5.0
2018-10-01 22:53:03.511000+00:00,26685.0,5.0
2018-10-01 22:53:05.966000+00:00,26686.0,5.0
2018-10-01 22:53:06.667000+00:00,26685.0,10.0
2018-10-01 22:53:17.881000+00:00,26683.0,10.0
2018-10-01 22:53:26.360000+00:00,26681.0,5.0
2018-10-01 22:53:45.279000+00:00,26679.0,5.0
2018-10-01 22:53:49.835000+00:00,26680.0,31.0
2018-10-01 22:53:51.235000+00:00,26679.0,25.0
2018-10-01 22:53:51.586000+00:00,26680.0,10.0
2018-10-01 22:53:58.241000+00:00,26681.0,5.0
2018-10-01 22:54:03.845000+00:00,26680.0,10.0
2018-10-01 22:54:04.898000+00:00,26681.0,10.0
2018-10-01 22:54:08.052000+00:00,26680.0,10.0
2018-10-01 22:54:09.453000+00:00,26681.0,10.0
2018-10-01 22:54:10.504000+00:00,26680.0,10.0
2018-10-01 22:54:11.205000+00:00,26682.0,15.0
2018-10-01 22:54:11.555000+00:00,26681.0,25.0
2018-10-01 22:57:07.456000+00:00,26679.0,10.0
2018-10-01 22:57:09.208000+00:00,26680.0,25.0
2018-10-01 22:57:10.610000+00:00,26681.0,15.0
2018-10-01 22:57:13.061000+00:00,26682.0,15.0
2018-10-01 22:57:15.514000+00:00,26684.0,30.0
2018-10-01 22:57:17.616000+00:00,26683.0,15.0
2018-10-01 22:57:19.718000+00:00,26685.0,10.0
2018-10-01 22:57:27.161000+00:00,26686.0,15.0
2018-10-01 22:57:30.663000+00:00,26687.0,15.0
2018-10-01 22:57:33.815000+00:00,26686.0,15.0
2018-10-01 22:57:34.866000+00:00,26687.0,15.0
2018-10-01 22:57:42.921000+00:00,26685.0,30.0
2018-10-01 22:57:45.024000+00:00,26686.0,15.0
2018-10-01 22:57:45.725000+00:00,26685.0,30.0
2018-10-01 22:57:46.425000+00:00,26686.0,15.0
2018-10-01 22:57:47.126000+00:00,26685.0,30.0
2018-10-01 22:57:47.828000+00:00,26686.0,15.0
2018-10-01 22:57:48.528000+00:00,26685.0,30.0
2018-10-01 22:57:49.228000+00:00,26686.0,15.0
2018-10-01 22:57:49.578000+00:00,26685.0,30.0
2018-10-01 22:57:50.279000+00:00,26686.0,15.0
2018-10-01 22:57:50.629000+00:00,26685.0,30.0
2018-10-01 22:58:00.091000+00:00,26686.0,15.0
2018-10-01 22:58:00.441000+00:00,26685.0,10.0
2018-10-01 22:58:28.306000+00:00,26683.0,10.0
2018-10-01 22:58:30.058000+00:00,26682.0,10.0
2018-10-01 22:58:33.916000+00:00,26681.0,10.0
2018-10-01 22:58:43.378000+00:00,26683.0,10.0
2018-10-01 22:58:51.786000+00:00,26684.0,10.0
2018-10-01 22:58:56.013000+00:00,26685.0,5.0
2018-10-01 22:58:57.766000+00:00,26686.0,5.0
2018-10-01 22:59:04.424000+00:00,26688.0,15.0
2018-10-01 22:59:05.126000+00:00,26687.0,15.0
2018-10-01 22:59:07.227000+00:00,26686.0,10.0
2018-10-01 22:59:40.261000+00:00,26685.0,10.0
