,ask,size
2018-10-01 22:07:10.660000+00:00,26689.0,15.0
2018-10-01 22:07:11.010000+00:00,26688.0,15.0
2018-10-01 22:08:13.188000+00:00,26689.0,15.0
2018-10-01 22:08:49.024000+00:00,26690.0,15.0
2018-10-01 22:08:50.074000+00:00,26691.0,15.0
2018-10-01 22:09:03.386000+00:00,26690.0,15.0
2018-10-01 22:09:10.742000+00:00,26691.0,15.0
2018-10-01 22:09:19.854000+00:00,26692.0,15.0
2018-10-01 22:09:21.256000+00:00,26691.0,15.0
2018-10-01 22:09:21.956000+00:00,26692.0,15.0
2018-10-01 22:09:30.016000+00:00,26691.0,15.0
2018-10-01 22:09:42.278000+00:00,26692.0,15.0
2018-10-01 22:09:49.644000+00:00,26694.0,15.0
2018-10-01 22:09:51.394000+00:00,26692.0,15.0
2018-10-01 22:09:53.497000+00:00,26691.0,15.0
2018-10-01 22:09:55.991000+00:00,26689.0,15.0
2018-10-01 22:10:34.539000+00:00,26687.0,15.0
2018-10-01 22:10:38.399000+00:00,26685.0,15.0
2018-10-01 22:10:58.719000+00:00,26686.0,15.0
2018-10-01 22:11:16.460000+00:00,26685.0,15.0
2018-10-01 22:11:19.263000+00:00,26687.0,15.0
2018-10-01 22:11:20.665000+00:00,26686.0,15.0
2018-10-01 22:11:48.093000+00:00,26683.0,15.0
2018-10-01 22:11:48.793000+00:00,26684.0,15.0
2018-10-01 22:11:56.499000+00:00,26683.0,15.0
2018-10-01 22:12:25.030000+00:00,26682.0,15.0
2018-10-01 22:12:52.539000+00:00,26680.0,15.0
2018-10-01 22:13:19.161000+00:00,26678.0,15.0
2018-10-01 22:13:25.682000+00:00,26679.0,15.0
2018-10-01 22:13:44.051000+00:00,26678.0,15.0
2018-10-01 22:13:44.401000+00:00,26679.0,15.0
2018-10-01 22:13:54.677000+00:00,26683.0,15.0
2018-10-01 22:13:56.427000+00:00,26684.0,15.0
2018-10-01 22:14:25.132000+00:00,26685.0,15.0
2018-10-01 22:14:35.040000+00:00,26684.0,15.0
2018-10-01 22:15:13.163000+00:00,26683.0,15.0
2018-10-01 22:15:13.514000+00:00,26684.0,15.0
2018-10-01 22:15:18.067000+00:00,26683.0,15.0
2018-10-01 22:15:18.767000+00:00,26684.0,15.0
2018-10-01 22:17:03.828000+00:00,26685.0,15.0
2018-10-01 22:18:11.316000+00:00,26684.0,15.0
2018-10-01 22:19:46.546000+00:00,26683.0,15.0
2018-10-01 22:19:48.999000+00:00,26684.0,15.0
2018-10-01 22:20:28.606000+00:00,26683.0,15.0
2018-10-01 22:21:01.904000+00:00,26684.0,15.0
2018-10-01 22:21:22.931000+00:00,26683.0,15.0
2018-10-01 22:21:27.583000+00:00,26684.0,15.0
2018-10-01 22:23:29.115000+00:00,26685.0,15.0
2018-10-01 22:23:31.216000+00:00,26686.0,15.0
2018-10-01 22:23:42.864000+00:00,26685.0,15.0
2018-10-01 22:23:43.214000+00:00,26686.0,15.0
2018-10-01 22:25:46.191000+00:00,26685.0,15.0
2018-10-01 22:26:31.755000+00:00,26686.0,15.0
2018-10-01 22:27:04.337000+00:00,26685.0,15.0
2018-10-01 22:27:34.484000+00:00,26684.0,15.0
2018-10-01 22:28:31.065000+00:00,26685.0,15.0
2018-10-01 22:28:36.668000+00:00,26686.0,15.0
2018-10-01 22:28:41.327000+00:00,26684.0,15.0
2018-10-01 22:29:25.436000+00:00,26685.0,15.0
2018-10-01 22:29:28.002000+00:00,26686.0,15.0
2018-10-01 22:29:54.465000+00:00,26685.0,15.0
2018-10-01 22:29:54.814000+00:00,26686.0,15.0
2018-10-01 22:30:02.732000+00:00,26685.0,15.0
2018-10-01 22:30:10.626000+00:00,26686.0,15.0
2018-10-01 22:30:11.681000+00:00,26687.0,15.0
2018-10-01 22:31:18.512000+00:00,26689.0,15.0
2018-10-01 22:31:35.029000+00:00,26690.0,15.0
2018-10-01 22:31:53.684000+00:00,26691.0,15.0
2018-10-01 22:31:56.136000+00:00,26690.0,15.0
2018-10-01 22:32:13.688000+00:00,26693.0,15.0
2018-10-01 22:32:17.191000+00:00,26691.0,15.0
2018-10-01 22:32:31.794000+00:00,26686.0,15.0
2018-10-01 22:32:34.247000+00:00,26688.0,15.0
2018-10-01 22:32:37.753000+00:00,26690.0,15.0
2018-10-01 22:32:44.406000+00:00,26691.0,15.0
2018-10-01 22:32:47.560000+00:00,26693.0,15.0
2018-10-01 22:32:49.663000+00:00,26692.0,15.0
2018-10-01 22:32:51.063000+00:00,26691.0,15.0
2018-10-01 22:32:52.113000+00:00,26692.0,15.0
2018-10-01 22:32:53.164000+00:00,26690.0,15.0
2018-10-01 22:33:15.278000+00:00,26688.0,15.0
2018-10-01 22:33:21.138000+00:00,26686.0,15.0
2018-10-01 22:33:30.106000+00:00,26688.0,15.0
2018-10-01 22:33:36.809000+00:00,26689.0,15.0
2018-10-01 22:33:37.510000+00:00,26687.0,15.0
2018-10-01 22:33:40.312000+00:00,26688.0,15.0
2018-10-01 22:33:49.231000+00:00,26689.0,15.0
2018-10-01 22:33:52.385000+00:00,26690.0,15.0
2018-10-01 22:33:54.139000+00:00,26692.0,15.0
2018-10-01 22:33:57.341000+00:00,26690.0,15.0
2018-10-01 22:34:14.227000+00:00,26688.0,15.0
2018-10-01 22:34:23.753000+00:00,26686.0,15.0
2018-10-01 22:34:32.599000+00:00,26684.0,15.0
2018-10-01 22:34:35.402000+00:00,26686.0,15.0
2018-10-01 22:34:46.259000+00:00,26684.0,15.0
2018-10-01 22:34:53.265000+00:00,26685.0,15.0
2018-10-01 22:34:55.016000+00:00,26683.0,15.0
2018-10-01 22:34:57.469000+00:00,26685.0,15.0
2018-10-01 22:34:58.169000+00:00,26684.0,15.0
2018-10-01 22:35:01.807000+00:00,26683.0,15.0
2018-10-01 22:35:02.859000+00:00,26685.0,15.0
2018-10-01 22:35:08.114000+00:00,26684.0,15.0
2018-10-01 22:35:12.670000+00:00,26683.0,15.0
2018-10-01 22:35:14.874000+00:00,26684.0,15.0
2018-10-01 22:35:21.920000+00:00,26685.0,15.0
2018-10-01 22:35:28.682000+00:00,26687.0,15.0
2018-10-01 22:35:30.433000+00:00,26688.0,15.0
2018-10-01 22:35:35.337000+00:00,26689.0,15.0
2018-10-01 22:35:46.902000+00:00,26688.0,15.0
2018-10-01 22:35:50.758000+00:00,26686.0,15.0
2018-10-01 22:36:03.733000+00:00,26685.0,15.0
2018-10-01 22:36:07.239000+00:00,26681.0,15.0
2018-10-01 22:36:11.091000+00:00,26684.0,15.0
2018-10-01 22:36:45.445000+00:00,26686.0,15.0
2018-10-01 22:36:48.599000+00:00,26688.0,15.0
2018-10-01 22:36:52.804000+00:00,26689.0,15.0
2018-10-01 22:36:56.671000+00:00,26691.0,15.0
2018-10-01 22:36:57.374000+00:00,26692.0,15.0
2018-10-01 22:37:05.509000+00:00,26691.0,15.0
2018-10-01 22:37:14.972000+00:00,26688.0,15.0
2018-10-01 22:37:16.724000+00:00,26686.0,15.0
2018-10-01 22:37:19.877000+00:00,26688.0,15.0
2018-10-01 22:37:29.338000+00:00,26689.0,15.0
2018-10-01 22:37:31.793000+00:00,26692.0,15.0
2018-10-01 22:37:34.247000+00:00,26691.0,15.0
2018-10-01 22:37:51.833000+00:00,26692.0,15.0
2018-10-01 22:38:04.451000+00:00,26691.0,15.0
2018-10-01 22:38:05.154000+00:00,26692.0,15.0
2018-10-01 22:38:09.358000+00:00,26693.0,15.0
2018-10-01 22:38:12.511000+00:00,26691.0,15.0
2018-10-01 22:38:28.978000+00:00,26689.0,15.0
2018-10-01 22:38:37.040000+00:00,26688.0,15.0
2018-10-01 22:38:45.292000+00:00,26686.0,15.0
2018-10-01 22:38:45.642000+00:00,26685.0,15.0
2018-10-01 22:38:47.743000+00:00,26686.0,15.0
2018-10-01 22:38:48.793000+00:00,26685.0,15.0
2018-10-01 22:38:52.732000+00:00,26688.0,15.0
2018-10-01 22:39:02.232000+00:00,26689.0,15.0
2018-10-01 22:39:07.139000+00:00,26691.0,15.0
2018-10-01 22:39:17.818000+00:00,26692.0,15.0
2018-10-01 22:39:38.524000+00:00,26694.0,15.0
2018-10-01 22:39:38.876000+00:00,26697.0,15.0
2018-10-01 22:39:39.226000+00:00,26698.0,15.0
2018-10-01 22:39:39.577000+00:00,26695.0,15.0
2018-10-01 22:39:53.247000+00:00,26697.0,15.0
2018-10-01 22:39:55.001000+00:00,26694.0,15.0
2018-10-01 22:39:57.453000+00:00,26695.0,15.0
2018-10-01 22:39:59.909000+00:00,26696.0,15.0
2018-10-01 22:40:00.612000+00:00,26695.0,15.0
2018-10-01 22:40:04.125000+00:00,26694.0,15.0
2018-10-01 22:40:04.826000+00:00,26692.0,15.0
2018-10-01 22:40:14.989000+00:00,26691.0,15.0
2018-10-01 22:40:16.040000+00:00,26689.0,15.0
2018-10-01 22:40:17.441000+00:00,26688.0,15.0
2018-10-01 22:40:27.599000+00:00,26685.0,15.0
2018-10-01 22:40:31.808000+00:00,26687.0,15.0
2018-10-01 22:40:35.663000+00:00,26689.0,15.0
2018-10-01 22:40:51.429000+00:00,26691.0,15.0
2018-10-01 22:41:19.223000+00:00,26690.0,15.0
2018-10-01 22:41:19.574000+00:00,26691.0,15.0
2018-10-01 22:41:24.478000+00:00,26690.0,15.0
2018-10-01 22:41:36.870000+00:00,26692.0,15.0
2018-10-01 22:41:57.628000+00:00,26689.0,15.0
2018-10-01 22:42:01.491000+00:00,26688.0,15.0
2018-10-01 22:42:02.544000+00:00,26681.0,15.0
2018-10-01 22:42:04.995000+00:00,26682.0,15.0
2018-10-01 22:42:12.453000+00:00,26683.0,15.0
2018-10-01 22:42:19.461000+00:00,26684.0,15.0
2018-10-01 22:42:20.514000+00:00,26685.0,15.0
2018-10-01 22:42:27.173000+00:00,26687.0,15.0
2018-10-01 22:42:28.227000+00:00,26686.0,15.0
2018-10-01 22:42:31.736000+00:00,26687.0,15.0
2018-10-01 22:42:41.896000+00:00,26689.0,15.0
2018-10-01 22:42:58.716000+00:00,26691.0,15.0
2018-10-01 22:43:06.082000+00:00,26687.0,15.0
2018-10-01 22:43:07.836000+00:00,26689.0,15.0
2018-10-01 22:43:08.187000+00:00,26688.0,15.0
2018-10-01 22:43:09.940000+00:00,26687.0,15.0
2018-10-01 22:43:11.692000+00:00,26686.0,15.0
2018-10-01 22:43:28.857000+00:00,26685.0,15.0
2018-10-01 22:43:42.872000+00:00,26684.0,15.0
2018-10-01 22:43:52.329000+00:00,26685.0,15.0
2018-10-01 22:44:06.704000+00:00,26683.0,15.0
2018-10-01 22:44:11.958000+00:00,26684.0,15.0
2018-10-01 22:44:16.212000+00:00,26683.0,15.0
2018-10-01 22:44:20.765000+00:00,26685.0,15.0
2018-10-01 22:44:21.467000+00:00,26684.0,15.0
2018-10-01 22:44:28.581000+00:00,26685.0,15.0
2018-10-01 22:44:56.955000+00:00,26686.0,15.0
2018-10-01 22:45:00.811000+00:00,26687.0,15.0
2018-10-01 22:45:39.194000+00:00,26689.0,15.0
2018-10-01 22:45:48.412000+00:00,26691.0,15.0
2018-10-01 22:45:53.329000+00:00,26689.0,15.0
2018-10-01 22:45:56.481000+00:00,26691.0,15.0
2018-10-01 22:46:03.144000+00:00,26690.0,15.0
2018-10-01 22:46:04.545000+00:00,26688.0,15.0
2018-10-01 22:46:04.896000+00:00,26687.0,15.0
2018-10-01 22:46:06.648000+00:00,26689.0,15.0
2018-10-01 22:46:12.256000+00:00,26688.0,15.0
2018-10-01 22:46:52.879000+00:00,26687.0,15.0
2018-10-01 22:46:56.382000+00:00,26686.0,15.0
2018-10-01 22:46:59.187000+00:00,26689.0,15.0
2018-10-01 22:47:02.339000+00:00,26688.0,15.0
2018-10-01 22:47:10.660000+00:00,26687.0,15.0
2018-10-01 22:47:13.462000+00:00,26686.0,15.0
2018-10-01 22:47:18.398000+00:00,26685.0,15.0
2018-10-01 22:47:19.800000+00:00,26683.0,15.0
2018-10-01 22:47:27.157000+00:00,26681.0,15.0
2018-10-01 22:47:31.582000+00:00,26679.0,15.0
2018-10-01 22:47:33.334000+00:00,26680.0,15.0
2018-10-01 22:47:39.289000+00:00,26679.0,15.0
2018-10-01 22:47:41.741000+00:00,26680.0,15.0
2018-10-01 22:47:46.592000+00:00,26679.0,15.0
2018-10-01 22:47:55.698000+00:00,26681.0,15.0
2018-10-01 22:47:59.550000+00:00,26680.0,15.0
2018-10-01 22:48:02.704000+00:00,26682.0,15.0
2018-10-01 22:48:05.506000+00:00,26683.0,15.0
2018-10-01 22:50:27.623000+00:00,26686.0,15.0
2018-10-01 22:50:36.456000+00:00,26687.0,15.0
2018-10-01 22:51:00.528000+00:00,26688.0,15.0
2018-10-01 22:51:08.585000+00:00,26689.0,15.0
2018-10-01 22:51:14.540000+00:00,26686.0,15.0
2018-10-01 22:51:16.996000+00:00,26685.0,15.0
2018-10-01 22:51:24.001000+00:00,26683.0,15.0
2018-10-01 22:51:28.206000+00:00,26681.0,15.0
2018-10-01 22:51:36.969000+00:00,26679.0,15.0
2018-10-01 22:51:37.320000+00:00,26682.0,15.0
2018-10-01 22:51:46.433000+00:00,26683.0,15.0
2018-10-01 22:51:53.872000+00:00,26684.0,15.0
2018-10-01 22:52:02.983000+00:00,26686.0,15.0
2018-10-01 22:52:44.531000+00:00,26688.0,15.0
2018-10-01 22:52:51.242000+00:00,26686.0,15.0
2018-10-01 22:52:51.942000+00:00,26687.0,15.0
2018-10-01 22:52:53.346000+00:00,26686.0,15.0
2018-10-01 22:52:57.550000+00:00,26687.0,15.0
2018-10-01 22:52:58.252000+00:00,26686.0,15.0
2018-10-01 22:52:59.654000+00:00,26687.0,15.0
2018-10-01 22:53:00.355000+00:00,26686.0,15.0
2018-10-01 22:53:01.056000+00:00,26687.0,15.0
2018-10-01 22:53:01.756000+00:00,26686.0,15.0
2018-10-01 22:53:02.810000+00:00,26687.0,15.0
2018-10-01 22:53:03.511000+00:00,26686.0,15.0
2018-10-01 22:53:04.211000+00:00,26687.0,15.0
2018-10-01 22:53:04.914000+00:00,26686.0,15.0
2018-10-01 22:53:05.966000+00:00,26687.0,15.0
2018-10-01 22:53:06.667000+00:00,26686.0,15.0
2018-10-01 22:53:07.719000+00:00,26687.0,15.0
2018-10-01 22:53:08.419000+00:00,26686.0,15.0
2018-10-01 22:53:10.521000+00:00,26687.0,15.0
2018-10-01 22:53:14.726000+00:00,26686.0,15.0
2018-10-01 22:53:17.881000+00:00,26685.0,15.0
2018-10-01 22:53:26.360000+00:00,26683.0,15.0
2018-10-01 22:53:45.279000+00:00,26681.0,15.0
2018-10-01 22:53:49.835000+00:00,26682.0,15.0
2018-10-01 22:54:09.453000+00:00,26683.0,15.0
2018-10-01 22:54:11.205000+00:00,26684.0,15.0
2018-10-01 22:55:10.925000+00:00,26683.0,15.0
2018-10-01 22:57:07.456000+00:00,26681.0,15.0
2018-10-01 22:57:09.208000+00:00,26683.0,15.0
2018-10-01 22:57:13.061000+00:00,26685.0,15.0
2018-10-01 22:57:15.514000+00:00,26686.0,15.0
2018-10-01 22:57:27.161000+00:00,26689.0,15.0
2018-10-01 22:57:32.764000+00:00,26690.0,15.0
2018-10-01 22:57:33.815000+00:00,26689.0,15.0
2018-10-01 22:57:42.921000+00:00,26687.0,15.0
2018-10-01 22:57:45.024000+00:00,26689.0,15.0
2018-10-01 22:57:45.725000+00:00,26687.0,15.0
2018-10-01 22:57:46.425000+00:00,26689.0,15.0
2018-10-01 22:57:47.126000+00:00,26687.0,15.0
2018-10-01 22:57:47.828000+00:00,26689.0,15.0
2018-10-01 22:57:48.528000+00:00,26687.0,15.0
2018-10-01 22:57:49.228000+00:00,26689.0,15.0
2018-10-01 22:57:49.578000+00:00,26687.0,15.0
2018-10-01 22:57:50.279000+00:00,26689.0,15.0
2018-10-01 22:57:50.629000+00:00,26687.0,15.0
2018-10-01 22:57:51.331000+00:00,26689.0,15.0
2018-10-01 22:57:52.031000+00:00,26687.0,15.0
2018-10-01 22:57:52.381000+00:00,26689.0,15.0
2018-10-01 22:57:53.081000+00:00,26687.0,15.0
2018-10-01 22:57:53.782000+00:00,26689.0,15.0
2018-10-01 22:57:57.637000+00:00,26688.0,15.0
2018-10-01 22:58:00.441000+00:00,26687.0,15.0
2018-10-01 22:58:07.452000+00:00,26686.0,15.0
2018-10-01 22:58:24.969000+00:00,26687.0,15.0
2018-10-01 22:58:27.255000+00:00,26686.0,15.0
2018-10-01 22:58:28.306000+00:00,26685.0,15.0
2018-10-01 22:58:30.058000+00:00,26684.0,15.0
2018-10-01 22:58:33.916000+00:00,26682.0,15.0
2018-10-01 22:58:36.371000+00:00,26683.0,15.0
2018-10-01 22:58:38.124000+00:00,26684.0,15.0
2018-10-01 22:58:43.378000+00:00,26685.0,15.0
2018-10-01 22:58:55.664000+00:00,26687.0,15.0
2018-10-01 22:59:03.722000+00:00,26688.0,15.0
2018-10-01 22:59:04.424000+00:00,26690.0,15.0
2018-10-01 22:59:07.227000+00:00,26689.0,15.0
2018-10-01 22:59:10.029000+00:00,26688.0,15.0
2018-10-01 22:59:11.432000+00:00,26687.0,15.0
