timestamp,ask_price,bid_price,spread
2018-10-01 00:03:23.541000+00:00,26594.0,26591.0,3.0
2018-10-01 00:03:26.345000+00:00,26594.0,26592.0,2.0
2018-10-01 00:03:27.397000+00:00,26594.0,26591.0,3.0
2018-10-01 00:03:34.414000+00:00,26593.0,26591.0,2.0
2018-10-01 00:03:36.519000+00:00,26593.0,26590.0,3.0
2018-10-01 00:03:37.572000+00:00,26593.0,26591.0,2.0
2018-10-01 00:03:38.625000+00:00,26593.0,26590.0,3.0
2018-10-01 00:03:42.133000+00:00,26591.0,26589.0,2.0
2018-10-01 00:03:42.483000+00:00,26592.0,26589.0,3.0
2018-10-01 00:03:47.741000+00:00,26591.0,26588.0,3.0
2018-10-01 00:03:48.443000+00:00,26591.0,26589.0,2.0
2018-10-01 00:03:48.794000+00:00,26592.0,26589.0,3.0
2018-10-01 00:03:49.144000+00:00,26591.0,26588.0,3.0
2018-10-01 00:03:49.495000+00:00,26592.0,26589.0,3.0
2018-10-01 00:03:50.547000+00:00,26591.0,26588.0,3.0
2018-10-01 00:03:51.249000+00:00,26592.0,26589.0,3.0
2018-10-01 00:03:51.600000+00:00,26591.0,26589.0,2.0
2018-10-01 00:03:51.952000+00:00,26590.0,26588.0,2.0
2018-10-01 00:03:52.302000+00:00,26591.0,26588.0,3.0
2018-10-01 00:03:53.354000+00:00,26592.0,26589.0,3.0
2018-10-01 00:03:55.457000+00:00,26591.0,26589.0,2.0
2018-10-01 00:03:55.809000+00:00,26592.0,26589.0,3.0
2018-10-01 00:03:59.665000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:00.367000+00:00,26593.0,26590.0,3.0
2018-10-01 00:04:01.069000+00:00,26593.0,26591.0,2.0
2018-10-01 00:04:01.420000+00:00,26594.0,26591.0,3.0
2018-10-01 00:04:01.770000+00:00,26594.0,26592.0,2.0
2018-10-01 00:04:03.523000+00:00,26594.0,26591.0,3.0
2018-10-01 00:04:05.629000+00:00,26593.0,26591.0,2.0
2018-10-01 00:04:06.681000+00:00,26592.0,26590.0,2.0
2018-10-01 00:04:07.382000+00:00,26592.0,26591.0,1.0
2018-10-01 00:04:08.083000+00:00,26592.0,26590.0,2.0
2018-10-01 00:04:15.095000+00:00,26592.0,26591.0,1.0
2018-10-01 00:04:15.797000+00:00,26592.0,26590.0,2.0
2018-10-01 00:04:16.497000+00:00,26592.0,26591.0,1.0
2018-10-01 00:04:17.197000+00:00,26592.0,26590.0,2.0
2018-10-01 00:04:17.898000+00:00,26591.0,26590.0,1.0
2018-10-01 00:04:27.715000+00:00,26592.0,26590.0,2.0
2018-10-01 00:04:29.818000+00:00,26591.0,26590.0,1.0
2018-10-01 00:04:31.919000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:32.621000+00:00,26591.0,26590.0,1.0
2018-10-01 00:04:35.073000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:38.577000+00:00,26590.0,26589.0,1.0
2018-10-01 00:04:38.930000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:39.281000+00:00,26591.0,26590.0,1.0
2018-10-01 00:04:39.631000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:39.981000+00:00,26591.0,26590.0,1.0
2018-10-01 00:04:40.332000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:45.591000+00:00,26590.0,26589.0,1.0
2018-10-01 00:04:47.344000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:49.448000+00:00,26591.0,26590.0,1.0
2018-10-01 00:04:49.798000+00:00,26591.0,26589.0,2.0
2018-10-01 00:04:50.500000+00:00,26590.0,26589.0,1.0
2018-10-01 00:04:57.512000+00:00,26590.0,26588.0,2.0
2018-10-01 00:04:57.865000+00:00,26590.0,26589.0,1.0
2018-10-01 00:04:58.915000+00:00,26591.0,26589.0,2.0
2018-10-01 00:05:02.778000+00:00,26590.0,26589.0,1.0
2018-10-01 00:05:05.933000+00:00,26591.0,26589.0,2.0
2018-10-01 00:05:06.636000+00:00,26590.0,26588.0,2.0
2018-10-01 00:05:09.791000+00:00,26589.0,26588.0,1.0
2018-10-01 00:05:11.544000+00:00,26589.0,26587.0,2.0
2018-10-01 00:05:13.298000+00:00,26589.0,26586.0,3.0
2018-10-01 00:05:13.650000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:14.702000+00:00,26587.0,26586.0,1.0
2018-10-01 00:05:16.454000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:17.508000+00:00,26588.0,26587.0,1.0
2018-10-01 00:05:18.560000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:18.910000+00:00,26588.0,26587.0,1.0
2018-10-01 00:05:19.261000+00:00,26589.0,26587.0,2.0
2018-10-01 00:05:19.613000+00:00,26589.0,26588.0,1.0
2018-10-01 00:05:20.316000+00:00,26589.0,26587.0,2.0
2018-10-01 00:05:22.422000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:22.772000+00:00,26587.0,26585.0,2.0
2018-10-01 00:05:24.175000+00:00,26586.0,26585.0,1.0
2018-10-01 00:05:24.526000+00:00,26587.0,26585.0,2.0
2018-10-01 00:05:25.928000+00:00,26586.0,26585.0,1.0
2018-10-01 00:05:28.737000+00:00,26587.0,26585.0,2.0
2018-10-01 00:05:32.243000+00:00,26587.0,26586.0,1.0
2018-10-01 00:05:32.595000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:35.052000+00:00,26588.0,26587.0,1.0
2018-10-01 00:05:36.105000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:38.911000+00:00,26587.0,26586.0,1.0
2018-10-01 00:05:40.665000+00:00,26587.0,26585.0,2.0
2018-10-01 00:05:41.369000+00:00,26587.0,26586.0,1.0
2018-10-01 00:05:42.421000+00:00,26588.0,26587.0,1.0
2018-10-01 00:05:46.286000+00:00,26589.0,26587.0,2.0
2018-10-01 00:05:47.340000+00:00,26588.0,26587.0,1.0
2018-10-01 00:05:48.392000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:49.444000+00:00,26588.0,26587.0,1.0
2018-10-01 00:05:55.065000+00:00,26588.0,26586.0,2.0
2018-10-01 00:05:56.116000+00:00,26590.0,26587.0,3.0
2018-10-01 00:05:56.467000+00:00,26589.0,26587.0,2.0
2018-10-01 00:05:56.819000+00:00,26588.0,26587.0,1.0
2018-10-01 00:05:57.872000+00:00,26589.0,26587.0,2.0
2018-10-01 00:05:59.976000+00:00,26589.0,26588.0,1.0
2018-10-01 00:06:00.329000+00:00,26590.0,26588.0,2.0
2018-10-01 00:06:01.031000+00:00,26589.0,26588.0,1.0
2018-10-01 00:06:01.732000+00:00,26590.0,26588.0,2.0
2018-10-01 00:06:02.433000+00:00,26589.0,26588.0,1.0
2018-10-01 00:06:09.804000+00:00,26590.0,26588.0,2.0
2018-10-01 00:06:13.670000+00:00,26589.0,26588.0,1.0
2018-10-01 00:06:16.128000+00:00,26589.0,26587.0,2.0
2018-10-01 00:06:16.480000+00:00,26589.0,26588.0,1.0
2018-10-01 00:06:19.639000+00:00,26590.0,26588.0,2.0
2018-10-01 00:06:26.661000+00:00,26591.0,26588.0,3.0
2018-10-01 00:06:28.417000+00:00,26591.0,26589.0,2.0
2018-10-01 00:06:29.822000+00:00,26591.0,26588.0,3.0
2018-10-01 00:06:34.383000+00:00,26591.0,26589.0,2.0
2018-10-01 00:06:36.840000+00:00,26592.0,26589.0,3.0
2018-10-01 00:06:37.192000+00:00,26590.0,26588.0,2.0
2018-10-01 00:06:37.895000+00:00,26591.0,26588.0,3.0
2018-10-01 00:06:38.949000+00:00,26591.0,26589.0,2.0
2018-10-01 00:06:41.406000+00:00,26591.0,26588.0,3.0
2018-10-01 00:06:58.589000+00:00,26590.0,26588.0,2.0
2018-10-01 00:07:16.846000+00:00,26591.0,26589.0,2.0
2018-10-01 00:07:17.198000+00:00,26592.0,26589.0,3.0
2018-10-01 00:07:17.549000+00:00,26593.0,26590.0,3.0
2018-10-01 00:07:18.602000+00:00,26593.0,26591.0,2.0
2018-10-01 00:07:19.657000+00:00,26594.0,26592.0,2.0
2018-10-01 00:07:20.358000+00:00,26594.0,26591.0,3.0
2018-10-01 00:07:21.060000+00:00,26595.0,26592.0,3.0
2018-10-01 00:07:24.219000+00:00,26595.0,26593.0,2.0
2018-10-01 00:07:25.623000+00:00,26595.0,26594.0,1.0
2018-10-01 00:07:26.327000+00:00,26595.0,26593.0,2.0
2018-10-01 00:07:27.028000+00:00,26594.0,26593.0,1.0
2018-10-01 00:07:29.134000+00:00,26594.0,26592.0,2.0
2018-10-01 00:07:29.836000+00:00,26594.0,26593.0,1.0
2018-10-01 00:07:31.240000+00:00,26595.0,26592.0,3.0
2018-10-01 00:07:31.591000+00:00,26594.0,26592.0,2.0
2018-10-01 00:07:32.994000+00:00,26595.0,26593.0,2.0
2018-10-01 00:07:37.203000+00:00,26595.0,26594.0,1.0
2018-10-01 00:07:38.606000+00:00,26595.0,26593.0,2.0
2018-10-01 00:07:40.009000+00:00,26596.0,26594.0,2.0
2018-10-01 00:07:40.710000+00:00,26596.0,26593.0,3.0
2018-10-01 00:07:43.515000+00:00,26595.0,26593.0,2.0
2018-10-01 00:07:45.268000+00:00,26595.0,26592.0,3.0
2018-10-01 00:07:47.374000+00:00,26594.0,26592.0,2.0
2018-10-01 00:07:49.829000+00:00,26595.0,26592.0,3.0
2018-10-01 00:07:50.179000+00:00,26594.0,26592.0,2.0
2018-10-01 00:07:51.232000+00:00,26596.0,26593.0,3.0
2018-10-01 00:07:51.933000+00:00,26595.0,26592.0,3.0
2018-10-01 00:07:55.088000+00:00,26595.0,26593.0,2.0
2018-10-01 00:07:56.491000+00:00,26595.0,26592.0,3.0
2018-10-01 00:07:57.546000+00:00,26596.0,26593.0,3.0
2018-10-01 00:07:58.600000+00:00,26596.0,26594.0,2.0
2018-10-01 00:07:59.302000+00:00,26597.0,26594.0,3.0
2018-10-01 00:08:00.355000+00:00,26597.0,26595.0,2.0
2018-10-01 00:08:01.759000+00:00,26598.0,26595.0,3.0
2018-10-01 00:08:04.214000+00:00,26598.0,26596.0,2.0
2018-10-01 00:08:04.915000+00:00,26598.0,26595.0,3.0
2018-10-01 00:08:07.724000+00:00,26598.0,26596.0,2.0
2018-10-01 00:08:10.180000+00:00,26597.0,26595.0,2.0
2018-10-01 00:08:13.686000+00:00,26597.0,26594.0,3.0
2018-10-01 00:08:19.651000+00:00,26597.0,26595.0,2.0
2018-10-01 00:08:21.055000+00:00,26598.0,26595.0,3.0
2018-10-01 00:08:22.457000+00:00,26597.0,26595.0,2.0
2018-10-01 00:08:27.719000+00:00,26598.0,26596.0,2.0
2018-10-01 00:08:29.120000+00:00,26597.0,26596.0,1.0
2018-10-01 00:08:33.682000+00:00,26597.0,26595.0,2.0
2018-10-01 00:08:36.486000+00:00,26596.0,26595.0,1.0
2018-10-01 00:08:40.695000+00:00,26596.0,26594.0,2.0
2018-10-01 00:08:44.554000+00:00,26595.0,26594.0,1.0
2018-10-01 00:08:52.264000+00:00,26596.0,26594.0,2.0
2018-10-01 00:08:55.068000+00:00,26596.0,26595.0,1.0
2018-10-01 00:08:55.768000+00:00,26596.0,26594.0,2.0
2018-10-01 00:08:56.119000+00:00,26596.0,26595.0,1.0
2018-10-01 00:08:56.471000+00:00,26595.0,26594.0,1.0
2018-10-01 00:08:57.525000+00:00,26596.0,26594.0,2.0
2018-10-01 00:08:59.278000+00:00,26595.0,26594.0,1.0
2018-10-01 00:09:00.331000+00:00,26596.0,26594.0,2.0
2018-10-01 00:09:04.539000+00:00,26597.0,26595.0,2.0
2018-10-01 00:09:09.447000+00:00,26597.0,26596.0,1.0
2018-10-01 00:09:09.797000+00:00,26597.0,26595.0,2.0
2018-10-01 00:09:10.149000+00:00,26598.0,26595.0,3.0
2018-10-01 00:09:10.499000+00:00,26598.0,26596.0,2.0
2018-10-01 00:09:11.201000+00:00,26598.0,26595.0,3.0
2018-10-01 00:09:13.308000+00:00,26597.0,26595.0,2.0
2018-10-01 00:09:15.761000+00:00,26597.0,26594.0,3.0
2018-10-01 00:09:16.464000+00:00,26597.0,26595.0,2.0
2018-10-01 00:09:21.374000+00:00,26598.0,26595.0,3.0
2018-10-01 00:09:22.777000+00:00,26597.0,26595.0,2.0
2018-10-01 00:09:26.637000+00:00,26598.0,26595.0,3.0
2018-10-01 00:09:30.845000+00:00,26597.0,26595.0,2.0
2018-10-01 00:09:43.130000+00:00,26595.0,26593.0,2.0
2018-10-01 00:09:49.788000+00:00,26596.0,26593.0,3.0
2018-10-01 00:09:54.345000+00:00,26595.0,26593.0,2.0
2018-10-01 00:09:58.201000+00:00,26596.0,26594.0,2.0
2018-10-01 00:10:00.304000+00:00,26597.0,26595.0,2.0
2018-10-01 00:10:02.763000+00:00,26598.0,26595.0,3.0
2018-10-01 00:10:04.517000+00:00,26598.0,26596.0,2.0
2018-10-01 00:10:05.569000+00:00,26598.0,26595.0,3.0
2018-10-01 00:10:06.270000+00:00,26598.0,26596.0,2.0
2018-10-01 00:10:07.674000+00:00,26599.0,26596.0,3.0
2018-10-01 00:10:08.026000+00:00,26599.0,26597.0,2.0
2018-10-01 00:10:15.741000+00:00,26600.0,26598.0,2.0
2018-10-01 00:10:20.302000+00:00,26600.0,26597.0,3.0
2018-10-01 00:10:23.812000+00:00,26600.0,26598.0,2.0
2018-10-01 00:10:24.163000+00:00,26600.0,26597.0,3.0
2018-10-01 00:10:34.332000+00:00,26599.0,26597.0,2.0
2018-10-01 00:10:36.085000+00:00,26600.0,26597.0,3.0
2018-10-01 00:10:43.108000+00:00,26600.0,26598.0,2.0
2018-10-01 00:10:44.512000+00:00,26600.0,26597.0,3.0
2018-10-01 00:10:48.368000+00:00,26600.0,26598.0,2.0
2018-10-01 00:11:03.798000+00:00,26601.0,26599.0,2.0
2018-10-01 00:11:06.608000+00:00,26602.0,26600.0,2.0
2018-10-01 00:11:10.116000+00:00,26603.0,26600.0,3.0
2018-10-01 00:11:10.817000+00:00,26602.0,26600.0,2.0
2018-10-01 00:11:11.522000+00:00,26603.0,26601.0,2.0
2018-10-01 00:11:12.924000+00:00,26603.0,26600.0,3.0
2018-10-01 00:11:25.904000+00:00,26601.0,26598.0,3.0
2018-10-01 00:11:26.257000+00:00,26600.0,26598.0,2.0
2018-10-01 00:11:28.710000+00:00,26600.0,26597.0,3.0
2018-10-01 00:11:30.113000+00:00,26599.0,26596.0,3.0
2018-10-01 00:11:30.814000+00:00,26599.0,26597.0,2.0
2018-10-01 00:11:32.918000+00:00,26598.0,26596.0,2.0
2018-10-01 00:11:34.319000+00:00,26599.0,26596.0,3.0
2018-10-01 00:11:35.722000+00:00,26599.0,26597.0,2.0
2018-10-01 00:11:38.525000+00:00,26600.0,26597.0,3.0
2018-10-01 00:11:41.328000+00:00,26599.0,26597.0,2.0
2018-10-01 00:11:42.029000+00:00,26599.0,26596.0,3.0
2018-10-01 00:11:49.037000+00:00,26599.0,26597.0,2.0
2018-10-01 00:11:54.647000+00:00,26597.0,26596.0,1.0
2018-10-01 00:11:54.996000+00:00,26598.0,26596.0,2.0
2018-10-01 00:11:57.099000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:00.253000+00:00,26599.0,26597.0,2.0
2018-10-01 00:12:00.954000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:02.355000+00:00,26598.0,26596.0,2.0
2018-10-01 00:12:06.559000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:07.613000+00:00,26600.0,26598.0,2.0
2018-10-01 00:12:07.964000+00:00,26601.0,26598.0,3.0
2018-10-01 00:12:09.721000+00:00,26601.0,26599.0,2.0
2018-10-01 00:12:10.773000+00:00,26602.0,26599.0,3.0
2018-10-01 00:12:11.476000+00:00,26602.0,26600.0,2.0
2018-10-01 00:12:17.087000+00:00,26603.0,26600.0,3.0
2018-10-01 00:12:17.438000+00:00,26602.0,26600.0,2.0
2018-10-01 00:12:19.190000+00:00,26603.0,26600.0,3.0
2018-10-01 00:12:19.892000+00:00,26602.0,26600.0,2.0
2018-10-01 00:12:20.243000+00:00,26601.0,26599.0,2.0
2018-10-01 00:12:20.594000+00:00,26601.0,26598.0,3.0
2018-10-01 00:12:20.946000+00:00,26600.0,26598.0,2.0
2018-10-01 00:12:22+00:00,26599.0,26597.0,2.0
2018-10-01 00:12:23.051000+00:00,26600.0,26597.0,3.0
2018-10-01 00:12:23.402000+00:00,26599.0,26597.0,2.0
2018-10-01 00:12:24.453000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:25.854000+00:00,26598.0,26596.0,2.0
2018-10-01 00:12:26.205000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:26.555000+00:00,26598.0,26596.0,2.0
2018-10-01 00:12:35.320000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:41.282000+00:00,26598.0,26596.0,2.0
2018-10-01 00:12:46.188000+00:00,26599.0,26597.0,2.0
2018-10-01 00:12:48.292000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:48.644000+00:00,26598.0,26596.0,2.0
2018-10-01 00:12:52.502000+00:00,26599.0,26596.0,3.0
2018-10-01 00:12:52.852000+00:00,26598.0,26595.0,3.0
2018-10-01 00:12:54.605000+00:00,26598.0,26596.0,2.0
2018-10-01 00:12:57.762000+00:00,26599.0,26597.0,2.0
2018-10-01 00:13:00.917000+00:00,26600.0,26598.0,2.0
2018-10-01 00:13:04.430000+00:00,26601.0,26599.0,2.0
2018-10-01 00:13:17.055000+00:00,26601.0,26598.0,3.0
2018-10-01 00:13:21.264000+00:00,26601.0,26599.0,2.0
2018-10-01 00:13:26.524000+00:00,26601.0,26598.0,3.0
2018-10-01 00:13:28.279000+00:00,26602.0,26600.0,2.0
2018-10-01 00:13:28.979000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:30.731000+00:00,26603.0,26601.0,2.0
2018-10-01 00:13:31.082000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:31.432000+00:00,26602.0,26600.0,2.0
2018-10-01 00:13:31.783000+00:00,26603.0,26601.0,2.0
2018-10-01 00:13:34.591000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:36.344000+00:00,26603.0,26601.0,2.0
2018-10-01 00:13:36.696000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:37.047000+00:00,26602.0,26600.0,2.0
2018-10-01 00:13:38.451000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:44.762000+00:00,26602.0,26600.0,2.0
2018-10-01 00:13:46.865000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:50.027000+00:00,26603.0,26601.0,2.0
2018-10-01 00:13:50.378000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:51.080000+00:00,26603.0,26601.0,2.0
2018-10-01 00:13:53.532000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:53.883000+00:00,26603.0,26601.0,2.0
2018-10-01 00:13:55.637000+00:00,26603.0,26600.0,3.0
2018-10-01 00:13:58.793000+00:00,26603.0,26601.0,2.0
2018-10-01 00:13:59.493000+00:00,26604.0,26601.0,3.0
2018-10-01 00:14:03.001000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:03.351000+00:00,26603.0,26600.0,3.0
2018-10-01 00:14:06.157000+00:00,26602.0,26600.0,2.0
2018-10-01 00:14:10.016000+00:00,26603.0,26600.0,3.0
2018-10-01 00:14:13.874000+00:00,26603.0,26601.0,2.0
2018-10-01 00:14:14.577000+00:00,26604.0,26601.0,3.0
2018-10-01 00:14:17.382000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:18.788000+00:00,26604.0,26601.0,3.0
2018-10-01 00:14:19.138000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:20.189000+00:00,26605.0,26602.0,3.0
2018-10-01 00:14:23.346000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:24.048000+00:00,26605.0,26602.0,3.0
2018-10-01 00:14:27.553000+00:00,26605.0,26603.0,2.0
2018-10-01 00:14:33.168000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:34.925000+00:00,26605.0,26603.0,2.0
2018-10-01 00:14:35.275000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:38.433000+00:00,26605.0,26602.0,3.0
2018-10-01 00:14:39.483000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:40.186000+00:00,26605.0,26602.0,3.0
2018-10-01 00:14:44.396000+00:00,26605.0,26603.0,2.0
2018-10-01 00:14:47.201000+00:00,26604.0,26602.0,2.0
2018-10-01 00:14:47.555000+00:00,26603.0,26601.0,2.0
2018-10-01 00:14:50.011000+00:00,26603.0,26600.0,3.0
2018-10-01 00:14:59.133000+00:00,26602.0,26600.0,2.0
2018-10-01 00:14:59.484000+00:00,26603.0,26600.0,3.0
2018-10-01 00:15:00.186000+00:00,26602.0,26600.0,2.0
2018-10-01 00:15:01.240000+00:00,26603.0,26601.0,2.0
2018-10-01 00:15:06.150000+00:00,26603.0,26600.0,3.0
2018-10-01 00:15:14.567000+00:00,26603.0,26601.0,2.0
2018-10-01 00:15:19.125000+00:00,26604.0,26601.0,3.0
2018-10-01 00:15:23.334000+00:00,26603.0,26601.0,2.0
2018-10-01 00:15:25.788000+00:00,26603.0,26600.0,3.0
2018-10-01 00:15:33.849000+00:00,26601.0,26600.0,1.0
2018-10-01 00:15:34.200000+00:00,26602.0,26600.0,2.0
2018-10-01 00:15:34.550000+00:00,26603.0,26600.0,3.0
2018-10-01 00:15:36.304000+00:00,26601.0,26598.0,3.0
2018-10-01 00:15:39.106000+00:00,26600.0,26598.0,2.0
2018-10-01 00:15:40.158000+00:00,26601.0,26598.0,3.0
2018-10-01 00:15:44.366000+00:00,26600.0,26598.0,2.0
2018-10-01 00:15:44.718000+00:00,26600.0,26597.0,3.0
2018-10-01 00:15:47.170000+00:00,26600.0,26598.0,2.0
2018-10-01 00:15:48.223000+00:00,26600.0,26597.0,3.0
2018-10-01 00:15:51.733000+00:00,26600.0,26598.0,2.0
2018-10-01 00:16:01.200000+00:00,26601.0,26598.0,3.0
2018-10-01 00:16:01.553000+00:00,26601.0,26600.0,1.0
2018-10-01 00:16:04.710000+00:00,26603.0,26600.0,3.0
2018-10-01 00:16:05.061000+00:00,26602.0,26600.0,2.0
2018-10-01 00:16:06.814000+00:00,26601.0,26600.0,1.0
2018-10-01 00:16:11.370000+00:00,26601.0,26599.0,2.0
2018-10-01 00:16:14.872000+00:00,26601.0,26600.0,1.0
