,bid,size
2018-10-01 13:42:03.155000+00:00,26654.0,30.0
2018-10-01 13:42:04.913000+00:00,26655.0,25.0
2018-10-01 13:42:05.264000+00:00,26654.0,56.0
2018-10-01 13:42:07.721000+00:00,26655.0,40.0
2018-10-01 13:42:08.072000+00:00,26654.0,51.0
2018-10-01 13:42:09.478000+00:00,26655.0,51.0
2018-10-01 13:42:09.829000+00:00,26654.0,51.0
2018-10-01 13:42:10.531000+00:00,26656.0,50.0
2018-10-01 13:42:11.233000+00:00,26657.0,56.0
2018-10-01 13:42:11.584000+00:00,26656.0,50.0
2018-10-01 13:42:12.286000+00:00,26657.0,35.0
2018-10-01 13:42:16.149000+00:00,26658.0,51.0
2018-10-01 13:42:19.306000+00:00,26656.0,51.0
2018-10-01 13:42:20.711000+00:00,26657.0,51.0
2018-10-01 13:42:21.764000+00:00,26658.0,51.0
2018-10-01 13:42:26.327000+00:00,26659.0,50.0
2018-10-01 13:42:27.731000+00:00,26660.0,51.0
2018-10-01 13:42:28.081000+00:00,26661.0,51.0
2018-10-01 13:42:28.436000+00:00,26662.0,56.0
2018-10-01 13:42:28.786000+00:00,26663.0,56.0
2018-10-01 13:42:29.138000+00:00,26662.0,56.0
2018-10-01 13:42:29.839000+00:00,26661.0,51.0
2018-10-01 13:42:30.542000+00:00,26662.0,20.0
2018-10-01 13:42:31.596000+00:00,26663.0,50.0
2018-10-01 13:42:31.947000+00:00,26664.0,30.0
2018-10-01 13:42:32.297000+00:00,26663.0,55.0
2018-10-01 13:42:32.648000+00:00,26664.0,50.0
2018-10-01 13:42:33+00:00,26663.0,56.0
2018-10-01 13:42:33.701000+00:00,26664.0,40.0
2018-10-01 13:42:37.564000+00:00,26665.0,35.0
2018-10-01 13:42:37.916000+00:00,26666.0,20.0
2018-10-01 13:42:41.775000+00:00,26667.0,20.0
2018-10-01 13:42:43.883000+00:00,26666.0,35.0
2018-10-01 13:42:44.584000+00:00,26667.0,55.0
2018-10-01 13:42:44.936000+00:00,26666.0,15.0
2018-10-01 13:42:45.639000+00:00,26667.0,20.0
2018-10-01 13:42:47.044000+00:00,26665.0,40.0
2018-10-01 13:42:47.745000+00:00,26663.0,56.0
2018-10-01 13:42:48.447000+00:00,26662.0,51.0
2018-10-01 13:42:51.257000+00:00,26663.0,40.0
2018-10-01 13:42:52.310000+00:00,26664.0,56.0
2018-10-01 13:42:54.066000+00:00,26665.0,55.0
2018-10-01 13:42:54.770000+00:00,26666.0,55.0
2018-10-01 13:42:55.123000+00:00,26665.0,56.0
2018-10-01 13:42:55.473000+00:00,26663.0,56.0
2018-10-01 13:42:56.176000+00:00,26664.0,45.0
2018-10-01 13:42:57.228000+00:00,26663.0,25.0
2018-10-01 13:42:57.929000+00:00,26665.0,35.0
2018-10-01 13:43:00.736000+00:00,26666.0,25.0
2018-10-01 13:43:01.789000+00:00,26665.0,51.0
2018-10-01 13:43:02.142000+00:00,26664.0,51.0
2018-10-01 13:43:02.494000+00:00,26665.0,25.0
2018-10-01 13:43:03.196000+00:00,26666.0,30.0
2018-10-01 13:43:05.652000+00:00,26667.0,45.0
2018-10-01 13:43:07.407000+00:00,26666.0,45.0
2018-10-01 13:43:08.459000+00:00,26665.0,56.0
2018-10-01 13:43:09.161000+00:00,26666.0,51.0
2018-10-01 13:43:11.618000+00:00,26667.0,51.0
2018-10-01 13:43:14.426000+00:00,26666.0,56.0
2018-10-01 13:43:15.128000+00:00,26665.0,56.0
2018-10-01 13:43:16.181000+00:00,26666.0,56.0
2018-10-01 13:43:16.883000+00:00,26667.0,50.0
2018-10-01 13:43:18.987000+00:00,26668.0,50.0
2018-10-01 13:43:20.039000+00:00,26669.0,40.0
2018-10-01 13:43:23.194000+00:00,26668.0,56.0
2018-10-01 13:43:23.545000+00:00,26669.0,15.0
2018-10-01 13:43:23.896000+00:00,26668.0,45.0
2018-10-01 13:43:24.949000+00:00,26667.0,35.0
2018-10-01 13:43:27.055000+00:00,26666.0,35.0
2018-10-01 13:43:29.862000+00:00,26665.0,56.0
2018-10-01 13:43:30.214000+00:00,26664.0,56.0
2018-10-01 13:43:30.564000+00:00,26665.0,20.0
2018-10-01 13:43:31.266000+00:00,26664.0,56.0
2018-10-01 13:43:31.617000+00:00,26665.0,56.0
2018-10-01 13:43:33.372000+00:00,26666.0,51.0
2018-10-01 13:43:33.724000+00:00,26665.0,56.0
2018-10-01 13:43:34.425000+00:00,26666.0,20.0
2018-10-01 13:43:34.777000+00:00,26665.0,56.0
2018-10-01 13:43:35.127000+00:00,26666.0,30.0
2018-10-01 13:43:36.530000+00:00,26667.0,51.0
2018-10-01 13:43:38.282000+00:00,26666.0,56.0
2018-10-01 13:43:39.685000+00:00,26667.0,50.0
2018-10-01 13:43:40.737000+00:00,26668.0,51.0
2018-10-01 13:43:41.088000+00:00,26667.0,56.0
2018-10-01 13:43:41.438000+00:00,26668.0,50.0
2018-10-01 13:43:42.842000+00:00,26669.0,20.0
2018-10-01 13:43:43.895000+00:00,26670.0,56.0
2018-10-01 13:43:46.358000+00:00,26671.0,40.0
2018-10-01 13:43:47.410000+00:00,26670.0,56.0
2018-10-01 13:43:48.464000+00:00,26669.0,51.0
2018-10-01 13:43:49.517000+00:00,26668.0,56.0
2018-10-01 13:43:49.868000+00:00,26669.0,20.0
2018-10-01 13:43:53.730000+00:00,26668.0,56.0
2018-10-01 13:43:54.081000+00:00,26669.0,15.0
2018-10-01 13:43:54.433000+00:00,26668.0,56.0
2018-10-01 13:43:54.783000+00:00,26669.0,20.0
2018-10-01 13:43:55.134000+00:00,26670.0,30.0
2018-10-01 13:43:55.485000+00:00,26669.0,50.0
2018-10-01 13:43:56.187000+00:00,26670.0,15.0
2018-10-01 13:43:56.538000+00:00,26669.0,55.0
2018-10-01 13:43:57.241000+00:00,26670.0,20.0
2018-10-01 13:44:00.047000+00:00,26671.0,30.0
2018-10-01 13:44:01.802000+00:00,26672.0,15.0
2018-10-01 13:44:02.154000+00:00,26671.0,56.0
2018-10-01 13:44:02.505000+00:00,26672.0,25.0
2018-10-01 13:44:03.206000+00:00,26673.0,15.0
2018-10-01 13:44:04.610000+00:00,26672.0,51.0
2018-10-01 13:44:05.662000+00:00,26671.0,56.0
2018-10-01 13:44:07.417000+00:00,26670.0,56.0
2018-10-01 13:44:09.173000+00:00,26671.0,51.0
2018-10-01 13:44:15.838000+00:00,26672.0,20.0
2018-10-01 13:44:16.189000+00:00,26671.0,56.0
2018-10-01 13:44:17.241000+00:00,26672.0,40.0
2018-10-01 13:44:18.292000+00:00,26671.0,51.0
2018-10-01 13:44:19.698000+00:00,26672.0,15.0
2018-10-01 13:44:20.049000+00:00,26671.0,51.0
2018-10-01 13:44:20.399000+00:00,26672.0,15.0
2018-10-01 13:44:21.806000+00:00,26674.0,15.0
2018-10-01 13:44:24.263000+00:00,26675.0,15.0
2018-10-01 13:44:24.966000+00:00,26674.0,35.0
2018-10-01 13:44:25.317000+00:00,26675.0,51.0
2018-10-01 13:44:25.667000+00:00,26674.0,25.0
2018-10-01 13:44:27.071000+00:00,26673.0,25.0
2018-10-01 13:44:27.773000+00:00,26674.0,15.0
2018-10-01 13:44:28.477000+00:00,26678.0,35.0
2018-10-01 13:44:29.529000+00:00,26677.0,51.0
2018-10-01 13:44:29.880000+00:00,26678.0,50.0
2018-10-01 13:44:31.635000+00:00,26679.0,25.0
2018-10-01 13:44:31.985000+00:00,26678.0,51.0
2018-10-01 13:44:33.037000+00:00,26677.0,51.0
2018-10-01 13:44:33.389000+00:00,26678.0,51.0
2018-10-01 13:44:34.090000+00:00,26677.0,51.0
2018-10-01 13:44:34.792000+00:00,26678.0,51.0
2018-10-01 13:44:35.494000+00:00,26679.0,30.0
2018-10-01 13:44:41.109000+00:00,26678.0,30.0
2018-10-01 13:44:41.811000+00:00,26677.0,51.0
2018-10-01 13:44:43.566000+00:00,26675.0,30.0
2018-10-01 13:44:47.778000+00:00,26676.0,25.0
2018-10-01 13:44:49.533000+00:00,26677.0,40.0
2018-10-01 13:44:50.585000+00:00,26675.0,40.0
2018-10-01 13:44:50.936000+00:00,26674.0,30.0
2018-10-01 13:44:53.395000+00:00,26675.0,15.0
2018-10-01 13:44:54.097000+00:00,26676.0,30.0
2018-10-01 13:44:54.449000+00:00,26675.0,49.0
2018-10-01 13:44:55.856000+00:00,26676.0,25.0
2018-10-01 13:44:56.557000+00:00,26675.0,35.0
2018-10-01 13:44:57.964000+00:00,26676.0,51.0
2018-10-01 13:44:59.016000+00:00,26677.0,51.0
2018-10-01 13:44:59.367000+00:00,26678.0,20.0
2018-10-01 13:45:00.424000+00:00,26679.0,51.0
2018-10-01 13:45:01.128000+00:00,26680.0,15.0
2018-10-01 13:45:02.534000+00:00,26681.0,51.0
2018-10-01 13:45:03.589000+00:00,26682.0,50.0
2018-10-01 13:45:04.995000+00:00,26683.0,15.0
2018-10-01 13:45:08.505000+00:00,26684.0,40.0
2018-10-01 13:45:10.962000+00:00,26686.0,51.0
2018-10-01 13:45:12.369000+00:00,26685.0,51.0
2018-10-01 13:45:12.721000+00:00,26684.0,50.0
2018-10-01 13:45:13.072000+00:00,26685.0,35.0
2018-10-01 13:45:14.473000+00:00,26686.0,35.0
2018-10-01 13:45:17.633000+00:00,26685.0,35.0
2018-10-01 13:45:17.983000+00:00,26686.0,35.0
2018-10-01 13:45:18.334000+00:00,26685.0,35.0
2018-10-01 13:45:19.035000+00:00,26686.0,35.0
2018-10-01 13:45:19.387000+00:00,26685.0,35.0
2018-10-01 13:45:22.196000+00:00,26686.0,40.0
2018-10-01 13:45:23.249000+00:00,26685.0,51.0
2018-10-01 13:45:24.304000+00:00,26683.0,51.0
2018-10-01 13:45:32.375000+00:00,26684.0,51.0
2018-10-01 13:45:32.726000+00:00,26683.0,51.0
2018-10-01 13:45:34.129000+00:00,26684.0,15.0
2018-10-01 13:45:34.479000+00:00,26683.0,51.0
2018-10-01 13:45:34.830000+00:00,26684.0,25.0
2018-10-01 13:45:35.888000+00:00,26683.0,51.0
2018-10-01 13:45:37.644000+00:00,26682.0,51.0
2018-10-01 13:45:42.908000+00:00,26684.0,45.0
2018-10-01 13:45:44.665000+00:00,26685.0,45.0
2018-10-01 13:45:45.719000+00:00,26686.0,20.0
2018-10-01 13:45:46.070000+00:00,26685.0,15.0
2018-10-01 13:45:46.772000+00:00,26686.0,15.0
2018-10-01 13:45:47.123000+00:00,26685.0,15.0
2018-10-01 13:45:47.474000+00:00,26686.0,15.0
2018-10-01 13:45:48.176000+00:00,26687.0,15.0
2018-10-01 13:45:48.527000+00:00,26686.0,51.0
2018-10-01 13:45:50.281000+00:00,26685.0,51.0
2018-10-01 13:45:51.334000+00:00,26686.0,51.0
2018-10-01 13:45:53.441000+00:00,26687.0,51.0
2018-10-01 13:45:54.145000+00:00,26688.0,40.0
2018-10-01 13:45:54.847000+00:00,26689.0,51.0
2018-10-01 13:45:56.600000+00:00,26688.0,51.0
2018-10-01 13:45:57.301000+00:00,26689.0,51.0
2018-10-01 13:45:58.004000+00:00,26688.0,51.0
2018-10-01 13:45:58.353000+00:00,26689.0,15.0
2018-10-01 13:46:01.513000+00:00,26688.0,15.0
2018-10-01 13:46:01.863000+00:00,26687.0,40.0
2018-10-01 13:46:02.565000+00:00,26688.0,15.0
2018-10-01 13:46:06.080000+00:00,26686.0,51.0
2018-10-01 13:46:06.431000+00:00,26687.0,45.0
2018-10-01 13:46:08.534000+00:00,26686.0,45.0
2018-10-01 13:46:08.886000+00:00,26687.0,15.0
2018-10-01 13:46:09.237000+00:00,26688.0,45.0
2018-10-01 13:46:10.640000+00:00,26690.0,45.0
2018-10-01 13:46:12.045000+00:00,26689.0,45.0
2018-10-01 13:46:12.748000+00:00,26690.0,25.0
2018-10-01 13:46:13.099000+00:00,26689.0,40.0
2018-10-01 13:46:14.853000+00:00,26690.0,15.0
2018-10-01 13:46:15.205000+00:00,26689.0,51.0
2018-10-01 13:46:18.716000+00:00,26690.0,51.0
2018-10-01 13:46:19.416000+00:00,26689.0,25.0
2018-10-01 13:46:20.119000+00:00,26690.0,25.0
2018-10-01 13:46:20.820000+00:00,26689.0,25.0
2018-10-01 13:46:22.925000+00:00,26690.0,15.0
2018-10-01 13:46:24.679000+00:00,26691.0,25.0
2018-10-01 13:46:25.031000+00:00,26690.0,51.0
2018-10-01 13:46:26.785000+00:00,26692.0,51.0
2018-10-01 13:46:27.135000+00:00,26694.0,15.0
2018-10-01 13:46:27.839000+00:00,26693.0,35.0
2018-10-01 13:46:28.189000+00:00,26692.0,51.0
2018-10-01 13:46:28.892000+00:00,26693.0,45.0
2018-10-01 13:46:29.945000+00:00,26691.0,51.0
2018-10-01 13:46:30.294000+00:00,26692.0,15.0
2018-10-01 13:46:31.702000+00:00,26691.0,51.0
2018-10-01 13:46:32.756000+00:00,26689.0,51.0
2018-10-01 13:46:34.514000+00:00,26688.0,51.0
2018-10-01 13:46:34.865000+00:00,26687.0,51.0
2018-10-01 13:46:35.568000+00:00,26688.0,51.0
2018-10-01 13:46:35.918000+00:00,26686.0,51.0
2018-10-01 13:46:36.269000+00:00,26687.0,50.0
2018-10-01 13:46:38.379000+00:00,26686.0,50.0
2018-10-01 13:46:39.081000+00:00,26685.0,50.0
2018-10-01 13:46:39.783000+00:00,26686.0,20.0
2018-10-01 13:46:41.891000+00:00,26685.0,51.0
2018-10-01 13:46:42.593000+00:00,26686.0,51.0
2018-10-01 13:46:43.298000+00:00,26685.0,35.0
2018-10-01 13:46:43.649000+00:00,26686.0,15.0
2018-10-01 13:46:44.701000+00:00,26685.0,51.0
2018-10-01 13:46:45.053000+00:00,26686.0,15.0
2018-10-01 13:46:45.756000+00:00,26685.0,51.0
2018-10-01 13:46:46.459000+00:00,26686.0,51.0
2018-10-01 13:46:46.810000+00:00,26685.0,25.0
2018-10-01 13:46:47.511000+00:00,26686.0,35.0
2018-10-01 13:46:48.215000+00:00,26687.0,35.0
2018-10-01 13:46:51.020000+00:00,26686.0,20.0
2018-10-01 13:46:52.427000+00:00,26687.0,40.0
2018-10-01 13:46:56.645000+00:00,26686.0,51.0
2018-10-01 13:46:56.995000+00:00,26687.0,15.0
2018-10-01 13:46:57.697000+00:00,26686.0,30.0
2018-10-01 13:47:00.858000+00:00,26687.0,25.0
2018-10-01 13:47:02.612000+00:00,26688.0,45.0
2018-10-01 13:47:04.369000+00:00,26687.0,51.0
2018-10-01 13:47:04.721000+00:00,26688.0,45.0
2018-10-01 13:47:05.423000+00:00,26689.0,45.0
2018-10-01 13:47:08.940000+00:00,26690.0,45.0
2018-10-01 13:47:09.992000+00:00,26691.0,40.0
2018-10-01 13:47:11.044000+00:00,26690.0,51.0
2018-10-01 13:47:11.749000+00:00,26691.0,35.0
2018-10-01 13:47:12.801000+00:00,26692.0,35.0
2018-10-01 13:47:15.963000+00:00,26693.0,35.0
2018-10-01 13:47:20.881000+00:00,26692.0,51.0
2018-10-01 13:47:21.232000+00:00,26693.0,51.0
2018-10-01 13:47:22.284000+00:00,26692.0,51.0
2018-10-01 13:47:23.687000+00:00,26691.0,51.0
2018-10-01 13:47:24.038000+00:00,26693.0,15.0
2018-10-01 13:47:27.211000+00:00,26694.0,35.0
2018-10-01 13:47:27.912000+00:00,26693.0,51.0
2018-10-01 13:47:30.019000+00:00,26694.0,45.0
2018-10-01 13:47:31.072000+00:00,26692.0,51.0
2018-10-01 13:47:32.478000+00:00,26693.0,15.0
2018-10-01 13:47:35.640000+00:00,26694.0,35.0
2018-10-01 13:47:36.342000+00:00,26693.0,50.0
2018-10-01 13:47:36.694000+00:00,26694.0,25.0
2018-10-01 13:47:38.098000+00:00,26691.0,25.0
2018-10-01 13:47:40.555000+00:00,26690.0,25.0
2018-10-01 13:47:40.906000+00:00,26689.0,25.0
2018-10-01 13:47:41.259000+00:00,26690.0,25.0
2018-10-01 13:47:42.314000+00:00,26689.0,50.0
2018-10-01 13:47:43.369000+00:00,26690.0,20.0
2018-10-01 13:47:43.721000+00:00,26689.0,50.0
2018-10-01 13:47:45.477000+00:00,26688.0,30.0
2018-10-01 13:47:45.829000+00:00,26687.0,50.0
2018-10-01 13:47:47.230000+00:00,26686.0,50.0
2018-10-01 13:47:48.637000+00:00,26687.0,45.0
2018-10-01 13:47:50.392000+00:00,26688.0,45.0
2018-10-01 13:47:54.602000+00:00,26687.0,45.0
2018-10-01 13:47:55.304000+00:00,26688.0,45.0
2018-10-01 13:47:56.007000+00:00,26687.0,45.0
2018-10-01 13:47:58.113000+00:00,26688.0,45.0
2018-10-01 13:47:59.520000+00:00,26686.0,45.0
2018-10-01 13:48:00.574000+00:00,26687.0,25.0
2018-10-01 13:48:00.925000+00:00,26686.0,45.0
2018-10-01 13:48:01.627000+00:00,26687.0,45.0
2018-10-01 13:48:05.843000+00:00,26686.0,25.0
2018-10-01 13:48:07.248000+00:00,26687.0,25.0
2018-10-01 13:48:07.599000+00:00,26688.0,25.0
2018-10-01 13:48:08.303000+00:00,26689.0,50.0
2018-10-01 13:48:08.653000+00:00,26690.0,50.0
2018-10-01 13:48:09.354000+00:00,26691.0,50.0
2018-10-01 13:48:10.055000+00:00,26690.0,50.0
2018-10-01 13:48:10.758000+00:00,26691.0,30.0
2018-10-01 13:48:12.868000+00:00,26690.0,45.0
2018-10-01 13:48:16.379000+00:00,26688.0,50.0
2018-10-01 13:48:18.485000+00:00,26689.0,50.0
2018-10-01 13:48:19.539000+00:00,26688.0,50.0
2018-10-01 13:48:20.241000+00:00,26689.0,50.0
2018-10-01 13:48:20.945000+00:00,26690.0,50.0
2018-10-01 13:48:21.999000+00:00,26691.0,35.0
2018-10-01 13:48:22.351000+00:00,26690.0,50.0
2018-10-01 13:48:23.051000+00:00,26691.0,50.0
2018-10-01 13:48:23.753000+00:00,26690.0,50.0
2018-10-01 13:48:24.807000+00:00,26691.0,45.0
2018-10-01 13:48:25.509000+00:00,26690.0,45.0
2018-10-01 13:48:26.565000+00:00,26691.0,40.0
2018-10-01 13:48:27.268000+00:00,26690.0,50.0
2018-10-01 13:48:29.023000+00:00,26689.0,15.0
2018-10-01 13:48:29.725000+00:00,26688.0,25.0
2018-10-01 13:48:31.478000+00:00,26689.0,25.0
2018-10-01 13:48:32.534000+00:00,26688.0,20.0
2018-10-01 13:48:33.236000+00:00,26687.0,20.0
2018-10-01 13:48:33.588000+00:00,26688.0,15.0
2018-10-01 13:48:34.994000+00:00,26689.0,15.0
2018-10-01 13:48:35.697000+00:00,26690.0,30.0
2018-10-01 13:48:36.400000+00:00,26688.0,45.0
2018-10-01 13:48:38.159000+00:00,26689.0,45.0
2018-10-01 13:48:39.214000+00:00,26688.0,35.0
2018-10-01 13:48:42.026000+00:00,26689.0,35.0
2018-10-01 13:48:42.378000+00:00,26688.0,35.0
2018-10-01 13:48:45.543000+00:00,26687.0,35.0
2018-10-01 13:48:46.598000+00:00,26688.0,40.0
2018-10-01 13:48:47.651000+00:00,26687.0,45.0
2018-10-01 13:48:48.353000+00:00,26688.0,45.0
2018-10-01 13:48:48.703000+00:00,26687.0,35.0
2018-10-01 13:48:50.809000+00:00,26688.0,15.0
2018-10-01 13:48:51.160000+00:00,26687.0,50.0
2018-10-01 13:48:51.511000+00:00,26688.0,50.0
2018-10-01 13:48:51.863000+00:00,26687.0,50.0
2018-10-01 13:48:53.270000+00:00,26686.0,50.0
2018-10-01 13:48:56.080000+00:00,26687.0,15.0
2018-10-01 13:48:57.484000+00:00,26686.0,50.0
2018-10-01 13:48:57.836000+00:00,26685.0,45.0
2018-10-01 13:49:02.404000+00:00,26686.0,45.0
2018-10-01 13:49:03.457000+00:00,26685.0,45.0
2018-10-01 13:49:04.162000+00:00,26686.0,15.0
2018-10-01 13:49:06.620000+00:00,26687.0,15.0
2018-10-01 13:49:08.023000+00:00,26688.0,15.0
2018-10-01 13:49:10.133000+00:00,26687.0,50.0
2018-10-01 13:49:10.484000+00:00,26688.0,45.0
2018-10-01 13:49:10.838000+00:00,26686.0,30.0
2018-10-01 13:49:11.539000+00:00,26687.0,35.0
2018-10-01 13:49:12.241000+00:00,26688.0,45.0
2018-10-01 13:49:15.048000+00:00,26687.0,30.0
2018-10-01 13:49:15.750000+00:00,26686.0,15.0
2018-10-01 13:49:16.802000+00:00,26685.0,50.0
2018-10-01 13:49:17.155000+00:00,26686.0,50.0
2018-10-01 13:49:17.507000+00:00,26685.0,50.0
2018-10-01 13:49:18.561000+00:00,26686.0,50.0
2018-10-01 13:49:18.912000+00:00,26685.0,50.0
2018-10-01 13:49:19.265000+00:00,26686.0,50.0
2018-10-01 13:49:22.428000+00:00,26684.0,50.0
2018-10-01 13:49:22.779000+00:00,26685.0,50.0
2018-10-01 13:49:23.482000+00:00,26686.0,35.0
2018-10-01 13:49:24.185000+00:00,26687.0,35.0
2018-10-01 13:49:25.239000+00:00,26688.0,50.0
2018-10-01 13:49:25.940000+00:00,26687.0,50.0
2018-10-01 13:49:26.996000+00:00,26688.0,50.0
2018-10-01 13:49:27.348000+00:00,26689.0,50.0
2018-10-01 13:49:28.050000+00:00,26690.0,50.0
2018-10-01 13:49:29.455000+00:00,26691.0,30.0
2018-10-01 13:49:30.159000+00:00,26690.0,50.0
2018-10-01 13:49:30.511000+00:00,26691.0,50.0
2018-10-01 13:49:30.864000+00:00,26690.0,50.0
2018-10-01 13:49:31.215000+00:00,26691.0,50.0
2018-10-01 13:49:33.326000+00:00,26690.0,50.0
2018-10-01 13:49:34.381000+00:00,26691.0,50.0
2018-10-01 13:49:35.084000+00:00,26690.0,50.0
2018-10-01 13:49:36.138000+00:00,26691.0,50.0
2018-10-01 13:49:37.192000+00:00,26690.0,50.0
2018-10-01 13:49:37.543000+00:00,26691.0,50.0
2018-10-01 13:49:37.896000+00:00,26690.0,50.0
2018-10-01 13:49:39.653000+00:00,26689.0,50.0
2018-10-01 13:49:40.709000+00:00,26688.0,50.0
2018-10-01 13:49:41.060000+00:00,26689.0,35.0
2018-10-01 13:49:41.761000+00:00,26688.0,35.0
2018-10-01 13:49:42.467000+00:00,26687.0,35.0
2018-10-01 13:49:45.627000+00:00,26689.0,50.0
2018-10-01 13:49:46.330000+00:00,26691.0,15.0
2018-10-01 13:49:57.214000+00:00,26690.0,15.0
2018-10-01 13:49:59.320000+00:00,26689.0,15.0
2018-10-01 13:50:00.379000+00:00,26691.0,51.0
2018-10-01 13:50:03.541000+00:00,26690.0,51.0
2018-10-01 13:50:03.893000+00:00,26691.0,30.0
2018-10-01 13:50:05.651000+00:00,26692.0,30.0
2018-10-01 13:50:06.355000+00:00,26691.0,30.0
2018-10-01 13:50:06.705000+00:00,26692.0,15.0
2018-10-01 13:50:07.411000+00:00,26691.0,51.0
2018-10-01 13:50:07.762000+00:00,26692.0,25.0
2018-10-01 13:50:08.113000+00:00,26691.0,51.0
2018-10-01 13:50:09.167000+00:00,26692.0,25.0
2018-10-01 13:50:09.517000+00:00,26691.0,35.0
2018-10-01 13:50:10.222000+00:00,26690.0,51.0
2018-10-01 13:50:11.277000+00:00,26689.0,51.0
2018-10-01 13:50:11.979000+00:00,26690.0,15.0
2018-10-01 13:50:13.385000+00:00,26691.0,40.0
2018-10-01 13:50:13.736000+00:00,26692.0,51.0
2018-10-01 13:50:15.842000+00:00,26693.0,15.0
2018-10-01 13:50:16.193000+00:00,26692.0,45.0
2018-10-01 13:50:17.246000+00:00,26691.0,51.0
2018-10-01 13:50:18.299000+00:00,26692.0,51.0
2018-10-01 13:50:18.650000+00:00,26691.0,51.0
2018-10-01 13:50:20.404000+00:00,26692.0,45.0
2018-10-01 13:50:20.755000+00:00,26691.0,51.0
2018-10-01 13:50:21.106000+00:00,26692.0,15.0
2018-10-01 13:50:22.159000+00:00,26691.0,51.0
2018-10-01 13:50:23.918000+00:00,26690.0,51.0
2018-10-01 13:50:26.027000+00:00,26689.0,51.0
2018-10-01 13:50:27.784000+00:00,26690.0,30.0
2018-10-01 13:50:28.137000+00:00,26693.0,51.0
2018-10-01 13:50:28.488000+00:00,26692.0,51.0
2018-10-01 13:50:28.840000+00:00,26694.0,51.0
2018-10-01 13:50:30.597000+00:00,26698.0,50.0
2018-10-01 13:50:30.949000+00:00,26699.0,50.0
2018-10-01 13:50:31.301000+00:00,26700.0,50.0
2018-10-01 13:50:31.652000+00:00,26698.0,50.0
2018-10-01 13:50:32.354000+00:00,26697.0,50.0
2018-10-01 13:50:32.706000+00:00,26698.0,20.0
2018-10-01 13:50:33.057000+00:00,26697.0,50.0
2018-10-01 13:50:35.515000+00:00,26696.0,50.0
2018-10-01 13:50:35.866000+00:00,26697.0,45.0
2018-10-01 13:50:36.568000+00:00,26696.0,50.0
2018-10-01 13:50:37.269000+00:00,26695.0,50.0
2018-10-01 13:50:37.620000+00:00,26694.0,20.0
2018-10-01 13:50:38.676000+00:00,26693.0,20.0
2018-10-01 13:50:39.027000+00:00,26694.0,20.0
2018-10-01 13:50:42.188000+00:00,26695.0,15.0
2018-10-01 13:50:42.540000+00:00,26696.0,50.0
2018-10-01 13:50:42.892000+00:00,26695.0,50.0
2018-10-01 13:50:46.758000+00:00,26694.0,50.0
2018-10-01 13:50:47.108000+00:00,26695.0,30.0
2018-10-01 13:50:49.568000+00:00,26694.0,50.0
2018-10-01 13:50:50.971000+00:00,26693.0,50.0
2018-10-01 13:50:53.782000+00:00,26694.0,25.0
2018-10-01 13:50:55.186000+00:00,26693.0,25.0
2018-10-01 13:50:56.239000+00:00,26692.0,25.0
2018-10-01 13:50:57.292000+00:00,26693.0,45.0
2018-10-01 13:50:58.345000+00:00,26692.0,45.0
2018-10-01 13:51:00.104000+00:00,26691.0,45.0
2018-10-01 13:51:03.262000+00:00,26689.0,50.0
2018-10-01 13:51:04.313000+00:00,26690.0,50.0
2018-10-01 13:51:04.664000+00:00,26689.0,30.0
2018-10-01 13:51:07.822000+00:00,26688.0,35.0
2018-10-01 13:51:10.281000+00:00,26687.0,50.0
2018-10-01 13:51:10.631000+00:00,26686.0,50.0
2018-10-01 13:51:11.334000+00:00,26685.0,50.0
2018-10-01 13:51:12.386000+00:00,26686.0,50.0
2018-10-01 13:51:13.087000+00:00,26687.0,50.0
2018-10-01 13:51:14.140000+00:00,26686.0,50.0
2018-10-01 13:51:14.491000+00:00,26687.0,50.0
2018-10-01 13:51:14.841000+00:00,26686.0,50.0
2018-10-01 13:51:18.005000+00:00,26687.0,50.0
2018-10-01 13:51:18.709000+00:00,26686.0,50.0
2018-10-01 13:51:19.763000+00:00,26687.0,50.0
2018-10-01 13:51:22.923000+00:00,26688.0,30.0
2018-10-01 13:51:23.625000+00:00,26689.0,25.0
2018-10-01 13:51:24.681000+00:00,26688.0,49.0
2018-10-01 13:51:28.193000+00:00,26689.0,20.0
2018-10-01 13:51:28.895000+00:00,26688.0,49.0
2018-10-01 13:51:31.352000+00:00,26687.0,15.0
2018-10-01 13:51:32.053000+00:00,26686.0,15.0
2018-10-01 13:51:34.864000+00:00,26687.0,20.0
2018-10-01 13:51:36.624000+00:00,26686.0,49.0
2018-10-01 13:51:36.973000+00:00,26687.0,49.0
2018-10-01 13:51:38.731000+00:00,26686.0,49.0
2018-10-01 13:51:39.082000+00:00,26687.0,15.0
2018-10-01 13:51:43.647000+00:00,26688.0,30.0
2018-10-01 13:51:45.753000+00:00,26687.0,49.0
2018-10-01 13:51:46.805000+00:00,26688.0,15.0
2018-10-01 13:51:48.912000+00:00,26689.0,30.0
2018-10-01 13:51:57.332000+00:00,26690.0,30.0
2018-10-01 13:51:57.684000+00:00,26689.0,30.0
2018-10-01 13:51:58.386000+00:00,26690.0,15.0
2018-10-01 13:51:59.437000+00:00,26691.0,20.0
2018-10-01 13:52:00.140000+00:00,26690.0,49.0
2018-10-01 13:52:01.897000+00:00,26691.0,49.0
