,ask,size
2018-10-01 16:29:06.041000+00:00,26686.0,25.0
2018-10-01 16:29:07.092000+00:00,26685.0,25.0
2018-10-01 16:29:09.198000+00:00,26686.0,25.0
2018-10-01 16:29:09.548000+00:00,26685.0,25.0
2018-10-01 16:29:13.056000+00:00,26686.0,30.0
2018-10-01 16:29:13.407000+00:00,26687.0,30.0
2018-10-01 16:29:13.757000+00:00,26686.0,30.0
2018-10-01 16:29:14.108000+00:00,26687.0,30.0
2018-10-01 16:29:14.459000+00:00,26686.0,25.0
2018-10-01 16:29:17.272000+00:00,26685.0,25.0
2018-10-01 16:29:17.974000+00:00,26686.0,30.0
2018-10-01 16:29:19.027000+00:00,26687.0,30.0
2018-10-01 16:29:23.938000+00:00,26685.0,30.0
2018-10-01 16:29:24.290000+00:00,26686.0,30.0
2018-10-01 16:29:25.693000+00:00,26687.0,30.0
2018-10-01 16:29:26.043000+00:00,26686.0,20.0
2018-10-01 16:29:29.198000+00:00,26687.0,30.0
2018-10-01 16:29:30.603000+00:00,26689.0,30.0
2018-10-01 16:29:31.309000+00:00,26688.0,25.0
2018-10-01 16:29:32.364000+00:00,26686.0,25.0
2018-10-01 16:29:33.066000+00:00,26685.0,25.0
2018-10-01 16:29:41.487000+00:00,26684.0,25.0
2018-10-01 16:29:42.542000+00:00,26683.0,25.0
2018-10-01 16:29:43.593000+00:00,26684.0,30.0
2018-10-01 16:29:44.294000+00:00,26683.0,25.0
2018-10-01 16:29:45.346000+00:00,26684.0,30.0
2018-10-01 16:29:45.697000+00:00,26683.0,15.0
2018-10-01 16:29:46.048000+00:00,26682.0,30.0
2018-10-01 16:29:50.257000+00:00,26681.0,30.0
2018-10-01 16:29:52.713000+00:00,26682.0,25.0
2018-10-01 16:29:53.063000+00:00,26681.0,30.0
2018-10-01 16:29:55.872000+00:00,26682.0,30.0
2018-10-01 16:29:57.627000+00:00,26684.0,30.0
2018-10-01 16:29:59.382000+00:00,26683.0,25.0
2018-10-01 16:30:00.084000+00:00,26684.0,25.0
2018-10-01 16:30:00.438000+00:00,26683.0,30.0
2018-10-01 16:30:01.843000+00:00,26682.0,30.0
2018-10-01 16:30:02.196000+00:00,26681.0,30.0
2018-10-01 16:30:03.600000+00:00,26680.0,30.0
2018-10-01 16:30:04.653000+00:00,26679.0,20.0
2018-10-01 16:30:05.356000+00:00,26680.0,30.0
2018-10-01 16:30:09.567000+00:00,26679.0,25.0
2018-10-01 16:30:11.673000+00:00,26678.0,20.0
2018-10-01 16:30:12.024000+00:00,26679.0,30.0
2018-10-01 16:30:12.726000+00:00,26680.0,30.0
2018-10-01 16:30:13.780000+00:00,26679.0,25.0
2018-10-01 16:30:17.643000+00:00,26678.0,20.0
2018-10-01 16:30:19.399000+00:00,26677.0,20.0
2018-10-01 16:30:22.913000+00:00,26676.0,25.0
2018-10-01 16:30:28.530000+00:00,26678.0,25.0
2018-10-01 16:30:28.882000+00:00,26677.0,25.0
2018-10-01 16:30:29.233000+00:00,26678.0,30.0
2018-10-01 16:30:30.989000+00:00,26677.0,15.0
2018-10-01 16:30:33.797000+00:00,26678.0,15.0
2018-10-01 16:30:34.148000+00:00,26677.0,20.0
2018-10-01 16:30:35.555000+00:00,26676.0,20.0
2018-10-01 16:30:35.906000+00:00,26677.0,30.0
2018-10-01 16:30:40.117000+00:00,26678.0,30.0
2018-10-01 16:30:40.819000+00:00,26679.0,30.0
2018-10-01 16:30:47.485000+00:00,26678.0,20.0
2018-10-01 16:30:47.835000+00:00,26679.0,30.0
2018-10-01 16:30:48.888000+00:00,26680.0,30.0
2018-10-01 16:30:49.944000+00:00,26679.0,30.0
2018-10-01 16:30:52.755000+00:00,26678.0,30.0
2018-10-01 16:30:53.458000+00:00,26679.0,30.0
2018-10-01 16:30:54.511000+00:00,26678.0,30.0
2018-10-01 16:30:54.862000+00:00,26677.0,30.0
2018-10-01 16:30:55.213000+00:00,26676.0,30.0
2018-10-01 16:30:57.318000+00:00,26677.0,30.0
2018-10-01 16:30:59.775000+00:00,26676.0,25.0
2018-10-01 16:31:00.828000+00:00,26677.0,25.0
2018-10-01 16:31:01.180000+00:00,26678.0,25.0
2018-10-01 16:31:02.584000+00:00,26677.0,25.0
2018-10-01 16:31:03.638000+00:00,26676.0,25.0
2018-10-01 16:31:04.339000+00:00,26677.0,25.0
2018-10-01 16:31:05.043000+00:00,26678.0,30.0
2018-10-01 16:31:07.498000+00:00,26677.0,30.0
2018-10-01 16:31:07.850000+00:00,26678.0,25.0
2018-10-01 16:31:08.552000+00:00,26679.0,25.0
2018-10-01 16:31:09.606000+00:00,26678.0,25.0
2018-10-01 16:31:10.310000+00:00,26679.0,25.0
2018-10-01 16:31:14.520000+00:00,26680.0,30.0
2018-10-01 16:31:20.841000+00:00,26681.0,30.0
2018-10-01 16:31:22.598000+00:00,26682.0,30.0
2018-10-01 16:31:24.005000+00:00,26681.0,20.0
2018-10-01 16:31:24.709000+00:00,26680.0,20.0
2018-10-01 16:31:26.111000+00:00,26679.0,25.0
2018-10-01 16:31:26.462000+00:00,26680.0,30.0
2018-10-01 16:31:26.813000+00:00,26679.0,25.0
2018-10-01 16:31:27.163000+00:00,26680.0,30.0
2018-10-01 16:31:29.621000+00:00,26679.0,25.0
2018-10-01 16:31:29.971000+00:00,26680.0,30.0
2018-10-01 16:31:30.324000+00:00,26679.0,30.0
2018-10-01 16:31:30.676000+00:00,26678.0,30.0
2018-10-01 16:31:32.082000+00:00,26679.0,30.0
2018-10-01 16:31:32.784000+00:00,26680.0,25.0
2018-10-01 16:31:34.540000+00:00,26679.0,25.0
2018-10-01 16:31:36.299000+00:00,26678.0,25.0
2018-10-01 16:31:37.004000+00:00,26679.0,25.0
2018-10-01 16:31:37.705000+00:00,26678.0,30.0
2018-10-01 16:31:38.409000+00:00,26677.0,25.0
2018-10-01 16:31:42.972000+00:00,26676.0,25.0
2018-10-01 16:31:44.728000+00:00,26678.0,25.0
2018-10-01 16:31:45.431000+00:00,26679.0,30.0
2018-10-01 16:31:51.394000+00:00,26678.0,30.0
2018-10-01 16:31:51.745000+00:00,26679.0,25.0
2018-10-01 16:31:56.304000+00:00,26678.0,25.0
2018-10-01 16:31:57.710000+00:00,26679.0,30.0
2018-10-01 16:32:04.731000+00:00,26678.0,15.0
2018-10-01 16:32:08.590000+00:00,26677.0,15.0
2018-10-01 16:32:19.824000+00:00,26676.0,25.0
2018-10-01 16:32:20.527000+00:00,26677.0,25.0
2018-10-01 16:32:22.984000+00:00,26678.0,25.0
2018-10-01 16:32:24.036000+00:00,26677.0,25.0
2018-10-01 16:32:25.792000+00:00,26678.0,30.0
2018-10-01 16:32:30.360000+00:00,26679.0,30.0
2018-10-01 16:32:32.469000+00:00,26678.0,30.0
2018-10-01 16:32:39.838000+00:00,26677.0,25.0
2018-10-01 16:32:40.191000+00:00,26678.0,30.0
2018-10-01 16:32:40.543000+00:00,26679.0,30.0
2018-10-01 16:32:41.245000+00:00,26680.0,30.0
2018-10-01 16:32:41.947000+00:00,26679.0,30.0
2018-10-01 16:32:42.300000+00:00,26680.0,30.0
2018-10-01 16:32:43.002000+00:00,26679.0,20.0
2018-10-01 16:32:51.079000+00:00,26678.0,25.0
2018-10-01 16:32:51.783000+00:00,26679.0,30.0
2018-10-01 16:32:52.133000+00:00,26678.0,30.0
2018-10-01 16:32:55.642000+00:00,26679.0,30.0
2018-10-01 16:32:56.344000+00:00,26678.0,30.0
2018-10-01 16:32:57.749000+00:00,26679.0,25.0
2018-10-01 16:32:58.103000+00:00,26678.0,30.0
2018-10-01 16:32:59.159000+00:00,26679.0,30.0
2018-10-01 16:32:59.510000+00:00,26678.0,30.0
2018-10-01 16:32:59.861000+00:00,26677.0,25.0
2018-10-01 16:33:04.437000+00:00,26676.0,25.0
2018-10-01 16:33:05.493000+00:00,26677.0,25.0
2018-10-01 16:33:06.195000+00:00,26676.0,20.0
2018-10-01 16:33:09.006000+00:00,26677.0,20.0
2018-10-01 16:33:10.414000+00:00,26676.0,20.0
2018-10-01 16:33:18.138000+00:00,26677.0,20.0
2018-10-01 16:33:18.489000+00:00,26676.0,25.0
2018-10-01 16:33:20.246000+00:00,26677.0,30.0
2018-10-01 16:33:20.597000+00:00,26676.0,25.0
2018-10-01 16:33:28.325000+00:00,26677.0,25.0
2018-10-01 16:33:29.729000+00:00,26678.0,25.0
2018-10-01 16:33:31.135000+00:00,26677.0,20.0
2018-10-01 16:33:33.239000+00:00,26678.0,30.0
2018-10-01 16:33:33.592000+00:00,26677.0,15.0
2018-10-01 16:33:37.801000+00:00,26678.0,30.0
2018-10-01 16:33:42.363000+00:00,26679.0,30.0
2018-10-01 16:33:43.418000+00:00,26681.0,30.0
2018-10-01 16:33:43.769000+00:00,26679.0,30.0
2018-10-01 16:33:46.927000+00:00,26680.0,30.0
2018-10-01 16:33:51.137000+00:00,26681.0,30.0
2018-10-01 16:33:51.838000+00:00,26682.0,30.0
2018-10-01 16:33:52.190000+00:00,26681.0,15.0
2018-10-01 16:33:53.245000+00:00,26682.0,30.0
2018-10-01 16:33:59.559000+00:00,26683.0,30.0
2018-10-01 16:34:00.263000+00:00,26682.0,25.0
2018-10-01 16:34:01.668000+00:00,26683.0,30.0
2018-10-01 16:34:02.370000+00:00,26682.0,30.0
2018-10-01 16:34:05.181000+00:00,26681.0,30.0
2018-10-01 16:34:07.288000+00:00,26682.0,30.0
2018-10-01 16:34:07.639000+00:00,26681.0,25.0
2018-10-01 16:34:10.450000+00:00,26682.0,30.0
2018-10-01 16:34:10.801000+00:00,26681.0,25.0
2018-10-01 16:34:11.152000+00:00,26682.0,30.0
2018-10-01 16:34:15.714000+00:00,26683.0,30.0
2018-10-01 16:34:16.066000+00:00,26682.0,30.0
2018-10-01 16:34:18.173000+00:00,26681.0,30.0
2018-10-01 16:34:18.525000+00:00,26680.0,25.0
2018-10-01 16:34:19.578000+00:00,26681.0,25.0
2018-10-01 16:34:20.630000+00:00,26682.0,25.0
2018-10-01 16:34:22.034000+00:00,26681.0,20.0
2018-10-01 16:34:22.384000+00:00,26682.0,30.0
2018-10-01 16:34:22.736000+00:00,26681.0,25.0
2018-10-01 16:34:24.843000+00:00,26682.0,30.0
2018-10-01 16:34:28.351000+00:00,26681.0,25.0
2018-10-01 16:34:28.703000+00:00,26682.0,30.0
2018-10-01 16:34:29.755000+00:00,26681.0,25.0
2018-10-01 16:34:30.106000+00:00,26682.0,30.0
2018-10-01 16:34:31.862000+00:00,26683.0,30.0
2018-10-01 16:34:35.023000+00:00,26684.0,30.0
2018-10-01 16:34:39.587000+00:00,26683.0,25.0
2018-10-01 16:34:39.937000+00:00,26684.0,30.0
2018-10-01 16:34:40.991000+00:00,26683.0,20.0
2018-10-01 16:34:42.043000+00:00,26682.0,25.0
2018-10-01 16:34:44.851000+00:00,26683.0,25.0
2018-10-01 16:34:45.905000+00:00,26682.0,25.0
2018-10-01 16:34:49.063000+00:00,26683.0,30.0
2018-10-01 16:34:51.169000+00:00,26682.0,25.0
2018-10-01 16:34:52.924000+00:00,26681.0,20.0
2018-10-01 16:34:53.274000+00:00,26682.0,30.0
2018-10-01 16:34:57.492000+00:00,26681.0,20.0
2018-10-01 16:35:01.709000+00:00,26679.0,20.0
2018-10-01 16:35:02.411000+00:00,26678.0,20.0
2018-10-01 16:35:03.464000+00:00,26679.0,20.0
2018-10-01 16:35:06.276000+00:00,26678.0,25.0
2018-10-01 16:35:06.629000+00:00,26679.0,30.0
2018-10-01 16:35:08.736000+00:00,26678.0,30.0
2018-10-01 16:35:10.142000+00:00,26679.0,30.0
2018-10-01 16:35:11.898000+00:00,26678.0,20.0
2018-10-01 16:35:13.301000+00:00,26679.0,30.0
2018-10-01 16:35:13.651000+00:00,26678.0,30.0
2018-10-01 16:35:19.971000+00:00,26677.0,30.0
2018-10-01 16:35:22.777000+00:00,26676.0,30.0
2018-10-01 16:35:24.884000+00:00,26675.0,30.0
2018-10-01 16:35:25.234000+00:00,26674.0,25.0
2018-10-01 16:35:25.585000+00:00,26675.0,30.0
2018-10-01 16:35:30.497000+00:00,26676.0,30.0
2018-10-01 16:35:31.199000+00:00,26675.0,30.0
2018-10-01 16:35:35.412000+00:00,26676.0,30.0
2018-10-01 16:35:37.519000+00:00,26677.0,30.0
2018-10-01 16:35:38.571000+00:00,26676.0,15.0
2018-10-01 16:35:40.330000+00:00,26677.0,30.0
2018-10-01 16:35:41.733000+00:00,26676.0,30.0
2018-10-01 16:35:42.435000+00:00,26675.0,30.0
2018-10-01 16:35:44.187000+00:00,26676.0,25.0
2018-10-01 16:35:54.013000+00:00,26677.0,30.0
2018-10-01 16:35:58.573000+00:00,26676.0,25.0
2018-10-01 16:35:59.977000+00:00,26677.0,25.0
2018-10-01 16:36:05.948000+00:00,26678.0,30.0
2018-10-01 16:36:06.300000+00:00,26677.0,15.0
2018-10-01 16:36:06.651000+00:00,26678.0,30.0
2018-10-01 16:36:07.704000+00:00,26679.0,30.0
2018-10-01 16:36:08.056000+00:00,26678.0,30.0
2018-10-01 16:36:08.407000+00:00,26677.0,20.0
2018-10-01 16:36:09.458000+00:00,26678.0,20.0
2018-10-01 16:36:10.511000+00:00,26677.0,20.0
2018-10-01 16:36:18.229000+00:00,26676.0,20.0
2018-10-01 16:36:19.284000+00:00,26677.0,20.0
2018-10-01 16:36:19.634000+00:00,26676.0,20.0
2018-10-01 16:36:21.041000+00:00,26677.0,20.0
2018-10-01 16:36:23.147000+00:00,26676.0,25.0
2018-10-01 16:36:29.458000+00:00,26677.0,25.0
2018-10-01 16:36:30.161000+00:00,26678.0,25.0
2018-10-01 16:36:30.511000+00:00,26677.0,25.0
2018-10-01 16:36:31.563000+00:00,26678.0,30.0
2018-10-01 16:36:32.264000+00:00,26677.0,15.0
2018-10-01 16:36:32.617000+00:00,26675.0,30.0
2018-10-01 16:36:34.370000+00:00,26676.0,30.0
2018-10-01 16:36:36.476000+00:00,26674.0,30.0
2018-10-01 16:36:38.230000+00:00,26672.0,25.0
2018-10-01 16:36:43.142000+00:00,26673.0,25.0
2018-10-01 16:36:43.492000+00:00,26674.0,30.0
2018-10-01 16:36:49.817000+00:00,26673.0,25.0
2018-10-01 16:36:52.979000+00:00,26674.0,30.0
2018-10-01 16:36:55.788000+00:00,26675.0,25.0
2018-10-01 16:36:57.543000+00:00,26674.0,25.0
2018-10-01 16:36:58.945000+00:00,26675.0,30.0
2018-10-01 16:36:59.999000+00:00,26676.0,30.0
2018-10-01 16:37:00.351000+00:00,26675.0,25.0
2018-10-01 16:37:04.214000+00:00,26676.0,25.0
2018-10-01 16:37:06.672000+00:00,26677.0,25.0
2018-10-01 16:37:16.144000+00:00,26678.0,25.0
2018-10-01 16:37:16.497000+00:00,26677.0,20.0
2018-10-01 16:37:17.549000+00:00,26678.0,30.0
2018-10-01 16:37:21.056000+00:00,26677.0,20.0
2018-10-01 16:37:22.108000+00:00,26678.0,30.0
2018-10-01 16:37:22.809000+00:00,26679.0,30.0
2018-10-01 16:37:23.511000+00:00,26678.0,30.0
2018-10-01 16:37:24.562000+00:00,26679.0,30.0
2018-10-01 16:37:26.667000+00:00,26678.0,30.0
2018-10-01 16:37:28.774000+00:00,26677.0,30.0
2018-10-01 16:37:30.880000+00:00,26676.0,25.0
2018-10-01 16:37:31.231000+00:00,26677.0,30.0
2018-10-01 16:37:31.932000+00:00,26678.0,25.0
2018-10-01 16:37:32.987000+00:00,26679.0,30.0
2018-10-01 16:37:35.799000+00:00,26680.0,30.0
2018-10-01 16:37:37.905000+00:00,26679.0,30.0
2018-10-01 16:37:38.608000+00:00,26678.0,25.0
2018-10-01 16:37:38.958000+00:00,26679.0,30.0
2018-10-01 16:37:39.660000+00:00,26678.0,25.0
2018-10-01 16:37:40.714000+00:00,26679.0,25.0
2018-10-01 16:37:41.065000+00:00,26680.0,30.0
2018-10-01 16:37:42.468000+00:00,26681.0,30.0
2018-10-01 16:37:47.377000+00:00,26680.0,20.0
2018-10-01 16:37:48.780000+00:00,26681.0,30.0
2018-10-01 16:37:50.535000+00:00,26680.0,15.0
2018-10-01 16:37:50.886000+00:00,26681.0,30.0
2018-10-01 16:37:52.639000+00:00,26680.0,30.0
2018-10-01 16:37:54.392000+00:00,26681.0,30.0
2018-10-01 16:37:54.743000+00:00,26680.0,15.0
2018-10-01 16:37:55.094000+00:00,26681.0,30.0
2018-10-01 16:38:01.065000+00:00,26680.0,25.0
2018-10-01 16:38:01.769000+00:00,26681.0,30.0
2018-10-01 16:38:02.470000+00:00,26680.0,30.0
2018-10-01 16:38:04.225000+00:00,26679.0,30.0
2018-10-01 16:38:04.927000+00:00,26680.0,30.0
2018-10-01 16:38:05.628000+00:00,26681.0,25.0
2018-10-01 16:38:07.735000+00:00,26682.0,25.0
2018-10-01 16:38:09.137000+00:00,26681.0,25.0
2018-10-01 16:38:11.594000+00:00,26682.0,30.0
2018-10-01 16:38:11.945000+00:00,26681.0,20.0
2018-10-01 16:38:14.049000+00:00,26682.0,30.0
2018-10-01 16:38:18.958000+00:00,26683.0,30.0
2018-10-01 16:38:23.519000+00:00,26684.0,30.0
2018-10-01 16:38:29.485000+00:00,26685.0,25.0
2018-10-01 16:38:29.837000+00:00,26684.0,30.0
2018-10-01 16:38:30.538000+00:00,26682.0,30.0
2018-10-01 16:38:31.941000+00:00,26681.0,25.0
2018-10-01 16:38:32.642000+00:00,26682.0,30.0
2018-10-01 16:38:32.993000+00:00,26681.0,25.0
2018-10-01 16:38:38.611000+00:00,26682.0,30.0
2018-10-01 16:38:40.015000+00:00,26683.0,30.0
2018-10-01 16:38:40.366000+00:00,26682.0,30.0
2018-10-01 16:38:40.716000+00:00,26681.0,20.0
2018-10-01 16:38:44.224000+00:00,26682.0,20.0
2018-10-01 16:38:50.888000+00:00,26683.0,30.0
2018-10-01 16:38:52.290000+00:00,26682.0,20.0
2018-10-01 16:38:56.146000+00:00,26683.0,30.0
2018-10-01 16:38:58.601000+00:00,26682.0,25.0
2018-10-01 16:39:00.709000+00:00,26683.0,30.0
2018-10-01 16:39:01.060000+00:00,26682.0,25.0
2018-10-01 16:39:01.761000+00:00,26683.0,30.0
2018-10-01 16:39:03.515000+00:00,26682.0,30.0
2018-10-01 16:39:10.184000+00:00,26681.0,15.0
2018-10-01 16:39:11.236000+00:00,26682.0,30.0
2018-10-01 16:39:12.993000+00:00,26684.0,30.0
2018-10-01 16:39:15.453000+00:00,26685.0,30.0
2018-10-01 16:39:15.804000+00:00,26684.0,20.0
2018-10-01 16:39:16.154000+00:00,26685.0,30.0
2018-10-01 16:39:20.361000+00:00,26686.0,30.0
2018-10-01 16:39:25.973000+00:00,26685.0,25.0
2018-10-01 16:39:27.377000+00:00,26684.0,20.0
2018-10-01 16:39:27.729000+00:00,26683.0,30.0
2018-10-01 16:39:30.888000+00:00,26682.0,20.0
2018-10-01 16:39:34.046000+00:00,26684.0,30.0
2018-10-01 16:39:37.553000+00:00,26685.0,30.0
2018-10-01 16:39:39.307000+00:00,26684.0,25.0
2018-10-01 16:39:39.658000+00:00,26685.0,30.0
2018-10-01 16:39:52.639000+00:00,26684.0,20.0
2018-10-01 16:40:05.625000+00:00,26683.0,30.0
2018-10-01 16:40:12.994000+00:00,26682.0,30.0
2018-10-01 16:40:13.346000+00:00,26681.0,20.0
2018-10-01 16:40:13.697000+00:00,26682.0,30.0
2018-10-01 16:40:15.099000+00:00,26681.0,30.0
2018-10-01 16:40:19.660000+00:00,26680.0,30.0
2018-10-01 16:40:22.819000+00:00,26679.0,30.0
2018-10-01 16:40:24.572000+00:00,26678.0,25.0
2018-10-01 16:40:24.923000+00:00,26679.0,30.0
2018-10-01 16:40:27.728000+00:00,26678.0,30.0
2018-10-01 16:40:28.079000+00:00,26677.0,30.0
2018-10-01 16:40:29.832000+00:00,26676.0,20.0
2018-10-01 16:40:34.042000+00:00,26675.0,20.0
2018-10-01 16:40:34.393000+00:00,26676.0,30.0
2018-10-01 16:40:35.796000+00:00,26677.0,30.0
2018-10-01 16:40:37.554000+00:00,26678.0,25.0
2018-10-01 16:40:41.417000+00:00,26677.0,15.0
2018-10-01 16:40:45.626000+00:00,26678.0,25.0
2018-10-01 16:40:47.380000+00:00,26679.0,25.0
2018-10-01 16:40:48.433000+00:00,26680.0,25.0
2018-10-01 16:40:49.841000+00:00,26681.0,30.0
2018-10-01 16:40:51.596000+00:00,26680.0,30.0
2018-10-01 16:40:52.649000+00:00,26681.0,30.0
2018-10-01 16:40:53.002000+00:00,26680.0,30.0
2018-10-01 16:40:54.054000+00:00,26681.0,30.0
2018-10-01 16:40:55.110000+00:00,26680.0,30.0
2018-10-01 16:40:56.867000+00:00,26679.0,25.0
2018-10-01 16:40:57.217000+00:00,26680.0,30.0
2018-10-01 16:41:01.081000+00:00,26681.0,30.0
2018-10-01 16:41:02.135000+00:00,26682.0,30.0
2018-10-01 16:41:04.243000+00:00,26683.0,30.0
2018-10-01 16:41:04.946000+00:00,26684.0,30.0
2018-10-01 16:41:09.508000+00:00,26685.0,30.0
2018-10-01 16:41:12.320000+00:00,26684.0,30.0
2018-10-01 16:41:21.800000+00:00,26683.0,30.0
2018-10-01 16:41:26.715000+00:00,26682.0,15.0
2018-10-01 16:41:27.066000+00:00,26683.0,30.0
2018-10-01 16:41:27.418000+00:00,26682.0,25.0
2018-10-01 16:41:29.522000+00:00,26683.0,30.0
2018-10-01 16:41:33.033000+00:00,26682.0,25.0
2018-10-01 16:41:34.788000+00:00,26683.0,30.0
2018-10-01 16:41:36.193000+00:00,26682.0,25.0
2018-10-01 16:41:36.895000+00:00,26683.0,30.0
2018-10-01 16:41:37.246000+00:00,26682.0,25.0
2018-10-01 16:41:38.298000+00:00,26683.0,30.0
2018-10-01 16:41:43.562000+00:00,26682.0,30.0
2018-10-01 16:41:45.665000+00:00,26681.0,15.0
2018-10-01 16:41:46.718000+00:00,26680.0,20.0
2018-10-01 16:41:50.224000+00:00,26679.0,25.0
2018-10-01 16:41:51.278000+00:00,26678.0,25.0
2018-10-01 16:41:51.628000+00:00,26677.0,30.0
2018-10-01 16:41:51.979000+00:00,26678.0,30.0
2018-10-01 16:41:52.330000+00:00,26677.0,30.0
2018-10-01 16:41:57.245000+00:00,26676.0,25.0
2018-10-01 16:41:59.705000+00:00,26675.0,25.0
2018-10-01 16:42:02.865000+00:00,26676.0,25.0
2018-10-01 16:42:04.270000+00:00,26677.0,25.0
2018-10-01 16:42:05.323000+00:00,26676.0,25.0
2018-10-01 16:42:07.079000+00:00,26674.0,25.0
2018-10-01 16:42:08.133000+00:00,26673.0,25.0
2018-10-01 16:42:08.835000+00:00,26674.0,30.0
2018-10-01 16:42:09.185000+00:00,26673.0,25.0
2018-10-01 16:42:09.536000+00:00,26674.0,30.0
2018-10-01 16:42:12.346000+00:00,26673.0,25.0
2018-10-01 16:42:13.047000+00:00,26672.0,25.0
2018-10-01 16:42:15.502000+00:00,26673.0,25.0
2018-10-01 16:42:17.608000+00:00,26672.0,25.0
2018-10-01 16:42:23.574000+00:00,26673.0,25.0
2018-10-01 16:42:30.238000+00:00,26675.0,25.0
2018-10-01 16:42:31.993000+00:00,26677.0,25.0
2018-10-01 16:42:33.397000+00:00,26678.0,30.0
2018-10-01 16:42:35.152000+00:00,26679.0,30.0
2018-10-01 16:42:35.503000+00:00,26678.0,30.0
2018-10-01 16:42:36.558000+00:00,26679.0,20.0
2018-10-01 16:42:37.613000+00:00,26680.0,20.0
2018-10-01 16:42:42.179000+00:00,26681.0,20.0
2018-10-01 16:42:42.529000+00:00,26680.0,20.0
2018-10-01 16:42:49.546000+00:00,26681.0,20.0
2018-10-01 16:42:49.898000+00:00,26682.0,20.0
2018-10-01 16:42:50.600000+00:00,26681.0,20.0
2018-10-01 16:42:51.301000+00:00,26680.0,20.0
2018-10-01 16:42:52.353000+00:00,26681.0,30.0
2018-10-01 16:42:53.757000+00:00,26680.0,25.0
2018-10-01 16:42:54.108000+00:00,26681.0,30.0
2018-10-01 16:42:55.510000+00:00,26682.0,25.0
2018-10-01 16:42:57.967000+00:00,26683.0,25.0
2018-10-01 16:42:58.317000+00:00,26682.0,25.0
2018-10-01 16:42:58.668000+00:00,26683.0,30.0
2018-10-01 16:42:59.370000+00:00,26682.0,20.0
2018-10-01 16:43:00.425000+00:00,26681.0,20.0
2018-10-01 16:43:01.828000+00:00,26680.0,20.0
2018-10-01 16:43:04.290000+00:00,26679.0,20.0
2018-10-01 16:43:04.642000+00:00,26678.0,25.0
2018-10-01 16:43:06.044000+00:00,26679.0,25.0
2018-10-01 16:43:06.396000+00:00,26678.0,25.0
2018-10-01 16:43:10.256000+00:00,26679.0,30.0
2018-10-01 16:43:11.659000+00:00,26678.0,20.0
2018-10-01 16:43:12.712000+00:00,26677.0,20.0
2018-10-01 16:43:20.430000+00:00,26678.0,20.0
2018-10-01 16:43:26.394000+00:00,26679.0,25.0
2018-10-01 16:43:28.148000+00:00,26678.0,25.0
2018-10-01 16:43:28.498000+00:00,26679.0,30.0
2018-10-01 16:43:32.005000+00:00,26678.0,20.0
2018-10-01 16:43:37.267000+00:00,26679.0,20.0
2018-10-01 16:43:43.931000+00:00,26680.0,25.0
2018-10-01 16:43:44.281000+00:00,26681.0,30.0
2018-10-01 16:43:50.944000+00:00,26682.0,30.0
2018-10-01 16:43:51.995000+00:00,26681.0,25.0
2018-10-01 16:43:53.398000+00:00,26682.0,30.0
2018-10-01 16:43:53.749000+00:00,26681.0,25.0
2018-10-01 16:44:00.416000+00:00,26680.0,15.0
2018-10-01 16:44:02.170000+00:00,26679.0,15.0
2018-10-01 16:44:02.520000+00:00,26678.0,20.0
2018-10-01 16:44:05.680000+00:00,26679.0,20.0
2018-10-01 16:44:08.487000+00:00,26681.0,20.0
2018-10-01 16:44:10.945000+00:00,26682.0,30.0
2018-10-01 16:44:16.910000+00:00,26681.0,20.0
2018-10-01 16:44:21.474000+00:00,26682.0,20.0
2018-10-01 16:44:30.597000+00:00,26681.0,20.0
2018-10-01 16:44:30.948000+00:00,26680.0,25.0
2018-10-01 16:44:31.298000+00:00,26681.0,30.0
2018-10-01 16:44:34.104000+00:00,26683.0,30.0
2018-10-01 16:44:34.805000+00:00,26682.0,30.0
2018-10-01 16:44:40.066000+00:00,26681.0,30.0
2018-10-01 16:44:42.875000+00:00,26682.0,30.0
2018-10-01 16:44:46.033000+00:00,26683.0,30.0
2018-10-01 16:44:46.384000+00:00,26684.0,30.0
2018-10-01 16:44:47.437000+00:00,26683.0,30.0
2018-10-01 16:44:48.140000+00:00,26682.0,30.0
2018-10-01 16:44:50.247000+00:00,26681.0,30.0
2018-10-01 16:44:52.002000+00:00,26680.0,30.0
2018-10-01 16:44:52.705000+00:00,26679.0,30.0
2018-10-01 16:44:53.057000+00:00,26678.0,30.0
2018-10-01 16:44:54.459000+00:00,26679.0,30.0
2018-10-01 16:44:54.811000+00:00,26678.0,30.0
2018-10-01 16:44:55.512000+00:00,26677.0,20.0
2018-10-01 16:44:58.673000+00:00,26676.0,20.0
2018-10-01 16:45:00.432000+00:00,26675.0,25.0
2018-10-01 16:45:01.487000+00:00,26674.0,25.0
2018-10-01 16:45:01.839000+00:00,26673.0,25.0
2018-10-01 16:45:02.893000+00:00,26672.0,25.0
2018-10-01 16:45:03.596000+00:00,26671.0,25.0
2018-10-01 16:45:03.948000+00:00,26672.0,30.0
2018-10-01 16:45:04.651000+00:00,26671.0,30.0
2018-10-01 16:45:05.352000+00:00,26672.0,25.0
2018-10-01 16:45:05.702000+00:00,26673.0,30.0
2018-10-01 16:45:06.054000+00:00,26672.0,20.0
2018-10-01 16:45:07.807000+00:00,26673.0,30.0
2018-10-01 16:45:08.159000+00:00,26674.0,25.0
2018-10-01 16:45:09.562000+00:00,26673.0,25.0
